zHD,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR_DIAG,D_L,D_L MAX,D_L MIN,SD
0.17,0.85,39.50,0.18,795.10,862.78,732.72,65.03
0.17,0.85,39.27,0.15,713.71,765.58,665.35,50.11
0.17,0.85,39.73,0.25,881.58,990.32,784.78,102.77
0.17,0.85,39.39,0.13,754.08,801.29,709.66,45.82
0.17,0.85,39.54,0.18,809.21,880.43,743.74,68.34
0.17,0.85,39.35,0.15,741.07,794.62,691.13,51.75
0.17,0.85,39.60,0.32,831.23,962.56,717.82,122.37
0.17,0.85,39.57,0.14,821.64,875.20,771.36,51.92
0.17,0.85,39.33,0.15,735.09,789.23,684.67,52.28
0.17,0.85,39.51,0.18,796.27,866.67,731.59,67.54
0.17,0.85,39.55,0.23,814.55,905.97,732.36,86.81
0.17,0.85,39.48,0.16,788.82,850.18,731.90,59.14
0.17,0.85,39.74,0.18,888.55,966.24,817.10,74.57
0.18,0.85,39.52,0.14,800.35,851.87,751.95,49.96
0.18,0.85,39.51,0.18,797.81,865.02,735.83,64.60
0.18,0.85,39.48,0.14,786.00,837.67,737.51,50.08
0.18,0.85,39.34,0.26,737.70,830.52,655.25,87.63
0.18,0.85,39.65,0.13,850.24,903.34,800.26,51.54
0.18,0.85,39.97,0.21,984.87,1083.81,894.97,94.42
0.18,0.85,39.64,0.16,847.62,911.31,788.37,61.47
0.18,0.85,39.77,0.20,898.34,985.67,818.74,83.47
0.18,0.85,39.54,0.23,807.42,897.56,726.33,85.62
0.18,0.85,39.55,0.28,813.17,925.33,714.60,105.36
0.18,0.85,39.55,0.17,813.54,881.67,750.68,65.50
0.18,0.85,39.60,0.21,830.31,914.17,754.14,80.01
0.18,0.85,40.00,0.27,999.03,1130.31,883.01,123.65
0.18,0.85,39.37,0.14,747.76,796.68,701.84,47.42
0.18,0.85,39.50,0.13,795.61,846.15,748.09,49.03
0.18,0.85,39.72,0.18,877.65,953.13,808.14,72.49
0.18,0.85,39.64,0.13,846.88,900.78,796.20,52.29
0.18,0.85,39.62,0.25,837.57,938.13,747.79,95.17
0.18,0.85,39.62,0.21,839.96,924.40,763.24,80.58
0.18,0.85,39.66,0.23,854.48,948.18,770.03,89.08
0.18,0.85,39.49,0.13,789.51,839.79,742.25,48.77
0.18,0.85,39.40,0.24,756.94,843.52,679.24,82.14
0.18,0.85,39.59,0.20,826.53,906.72,753.44,76.64
0.18,0.85,39.53,0.15,803.86,861.29,750.25,55.52
0.18,0.85,39.69,0.15,866.36,929.37,807.63,60.87
0.18,0.85,39.78,0.18,904.52,981.49,833.60,73.94
0.18,0.84,39.60,0.29,831.57,952.22,726.21,113.01
0.18,0.84,39.68,0.15,862.98,925.37,804.80,60.28
0.18,0.84,39.75,0.20,892.07,976.98,814.54,81.22
0.18,0.84,39.80,0.22,910.33,1006.64,823.24,91.70
0.18,0.84,39.94,0.28,972.03,1107.06,853.47,126.80
0.18,0.84,39.79,0.14,907.44,969.06,849.75,59.66
0.18,0.84,39.65,0.28,853.02,969.00,750.92,109.04
0.18,0.84,39.61,0.13,836.76,890.37,786.37,52.00
0.19,0.84,39.74,0.16,888.59,956.24,825.72,65.26
0.19,0.84,39.63,0.16,845.16,909.97,784.97,62.50
0.19,0.84,39.54,0.17,810.10,876.96,748.35,64.31
0.19,0.84,39.79,0.14,907.07,967.19,850.68,58.25
0.19,0.84,39.76,0.14,893.68,955.17,836.14,59.52
0.19,0.84,39.77,0.14,899.25,957.68,844.38,56.65
0.19,0.84,39.75,0.19,889.24,971.21,814.19,78.51
0.19,0.84,39.44,0.15,772.11,827.17,720.72,53.23
0.19,0.84,39.81,0.26,915.76,1030.47,813.82,108.33
0.19,0.84,39.94,0.23,970.91,1078.87,873.75,102.56
0.19,0.84,40.14,0.20,1066.99,1170.21,972.87,98.67
0.19,0.84,39.74,0.21,887.69,977.46,806.16,85.65
0.19,0.84,39.76,0.24,896.35,1000.48,803.07,98.71
0.19,0.84,39.73,0.22,882.51,978.73,795.75,91.49
0.19,0.84,39.88,0.16,946.54,1017.98,880.12,68.93
0.19,0.84,39.69,0.29,866.64,992.74,756.56,118.09
0.19,0.84,39.92,0.15,963.03,1034.21,896.75,68.73
0.19,0.84,39.80,0.22,911.30,1007.93,823.93,92.00
0.19,0.84,39.88,0.22,945.67,1047.47,853.77,96.85
0.20,0.84,40.13,0.40,1063.80,1281.30,883.22,199.04
0.20,0.84,39.71,0.16,875.43,940.90,814.51,63.19
0.20,0.84,39.91,0.20,958.61,1049.12,875.90,86.61
0.20,0.84,39.96,0.21,980.84,1081.60,889.48,96.06
0.20,0.84,39.73,0.12,882.59,934.81,833.29,50.76
0.20,0.84,39.77,0.16,901.45,969.47,838.20,65.63
0.20,0.84,39.84,0.25,928.84,1044.41,826.06,109.18
0.20,0.84,39.89,0.29,951.79,1089.49,831.49,129.00
0.20,0.84,39.80,0.14,912.77,974.26,855.15,59.55
0.20,0.84,39.69,0.13,868.24,922.18,817.46,52.36
0.20,0.83,39.49,0.19,791.41,863.44,725.38,69.03
0.20,0.83,39.76,0.18,893.76,972.14,821.70,75.22
0.20,0.83,39.89,0.17,949.69,1029.11,876.39,76.36
0.20,0.83,40.32,0.24,1161.23,1296.10,1040.40,127.85
0.20,0.83,39.89,0.21,949.77,1046.93,861.63,92.65
0.20,0.83,39.89,0.17,950.17,1029.68,876.80,76.44
0.20,0.83,40.02,0.22,1010.00,1116.47,913.68,101.40
0.20,0.83,39.85,0.25,933.73,1049.70,830.57,109.57
0.20,0.83,39.68,0.25,861.55,964.96,769.22,97.87
0.20,0.83,39.90,0.17,953.45,1031.83,881.03,75.40
0.20,0.83,39.68,0.19,864.45,945.66,790.21,77.72
0.20,0.83,39.98,0.25,992.57,1115.20,883.42,115.89
0.20,0.83,39.77,0.32,898.34,1039.12,776.63,131.24
0.20,0.83,39.86,0.22,936.48,1034.88,847.44,93.72
0.20,0.83,39.62,0.20,838.84,918.98,765.69,76.64
0.20,0.83,39.99,0.16,997.65,1073.79,926.91,73.44
0.20,0.83,39.84,0.18,927.81,1010.31,852.05,79.13
0.20,0.83,39.97,0.15,984.37,1053.14,920.10,66.52
0.20,0.83,39.88,0.17,947.20,1022.84,877.14,72.85
0.20,0.83,39.93,0.17,967.25,1047.85,892.85,77.50
0.20,0.83,39.93,0.22,969.84,1071.34,877.96,96.69
0.20,0.83,39.90,0.17,956.80,1035.42,884.15,75.64
0.20,0.83,39.88,0.16,946.63,1019.02,879.38,69.82
0.20,0.83,39.84,0.20,930.12,1020.95,847.37,86.79
0.21,0.83,40.17,0.23,1079.49,1198.84,972.02,113.41
0.21,0.83,39.81,0.17,917.32,994.28,846.31,73.98
0.21,0.83,39.92,0.28,964.94,1097.66,848.27,124.69
0.21,0.83,40.32,0.33,1156.64,1348.76,991.90,178.43
0.21,0.83,40.07,0.15,1033.95,1107.37,965.40,70.99
0.21,0.83,39.73,0.27,883.04,1000.96,779.01,110.97
0.21,0.83,39.88,0.15,944.41,1010.45,882.68,63.88
0.21,0.83,40.10,0.24,1048.77,1171.07,939.24,115.91
0.21,0.83,39.86,0.20,939.25,1028.77,857.51,85.63
0.21,0.83,39.88,0.16,946.15,1018.33,879.08,69.63
0.21,0.83,39.84,0.26,929.52,1048.79,823.82,112.48
0.21,0.83,40.15,0.15,1070.48,1146.45,999.55,73.45
0.21,0.83,39.45,0.19,777.79,847.36,713.93,66.72
0.21,0.83,39.96,0.22,983.20,1089.54,887.23,101.15
0.21,0.83,39.81,0.16,914.53,982.52,851.25,65.64
0.21,0.83,39.96,0.16,979.58,1056.07,908.63,73.72
0.21,0.83,40.14,0.27,1067.33,1206.49,944.23,131.13
0.21,0.83,39.97,0.23,985.19,1095.52,885.97,104.77
0.21,0.83,39.91,0.19,960.99,1051.04,878.66,86.19
0.21,0.82,39.94,0.24,971.58,1086.99,868.43,109.28
0.21,0.82,40.02,0.17,1010.09,1089.97,936.06,76.96
0.21,0.82,40.01,0.19,1003.88,1095.84,919.63,88.10
0.21,0.82,39.89,0.20,949.47,1039.87,866.93,86.47
0.21,0.82,40.02,0.30,1008.28,1157.07,878.62,139.23
0.22,0.82,39.88,0.48,947.33,1180.53,760.19,210.17
0.22,0.82,40.46,0.23,1238.28,1376.28,1114.13,131.08
0.22,0.82,40.23,0.26,1109.33,1249.69,984.73,132.48
0.22,0.82,39.83,0.14,922.70,984.84,864.48,60.18
0.22,0.82,40.07,0.19,1031.43,1125.94,944.85,90.55
0.22,0.82,40.09,0.19,1043.85,1136.84,958.47,89.18
0.22,0.82,40.14,0.27,1066.35,1207.32,941.84,132.74
0.22,0.82,39.99,0.17,997.33,1080.95,920.18,80.39
0.22,0.82,40.22,0.20,1107.44,1216.76,1007.94,104.41
0.22,0.82,40.14,0.25,1067.38,1196.30,952.36,121.97
0.22,0.82,40.19,0.24,1092.70,1220.80,978.03,121.38
0.22,0.82,40.13,0.22,1061.30,1173.83,959.57,107.13
0.22,0.82,40.03,0.13,1013.72,1076.67,954.46,61.11
0.22,0.82,40.00,0.21,1002.21,1103.45,910.26,96.59
0.22,0.82,40.11,0.16,1051.86,1132.31,977.13,77.59
0.22,0.82,40.06,0.12,1028.77,1089.39,971.53,58.93
0.22,0.82,40.09,0.17,1041.45,1128.02,961.53,83.24
0.22,0.82,40.24,0.22,1116.19,1235.32,1008.56,113.38
0.22,0.82,39.92,0.24,965.07,1079.32,862.92,108.20
0.22,0.82,40.19,0.23,1090.23,1209.41,982.80,113.31
0.22,0.82,40.08,0.27,1037.43,1173.07,917.48,127.80
0.22,0.82,40.04,0.14,1020.52,1090.11,955.36,67.37
0.22,0.82,40.06,0.20,1027.45,1129.04,934.99,97.03
0.22,0.82,40.19,0.17,1093.30,1180.25,1012.76,83.74
0.22,0.82,40.33,0.28,1161.82,1322.47,1020.69,150.89
0.22,0.82,40.15,0.17,1072.06,1157.91,992.58,82.67
0.22,0.82,40.02,0.17,1007.49,1090.95,930.41,80.27
0.22,0.82,40.13,0.20,1061.35,1162.26,969.21,96.52
0.22,0.82,39.94,0.25,974.94,1091.78,870.61,110.58
0.22,0.82,40.11,0.16,1053.22,1134.08,978.13,77.97
0.23,0.82,40.15,0.17,1071.08,1160.45,988.58,85.93
0.23,0.82,40.13,0.19,1063.11,1159.75,974.53,92.61
0.23,0.82,40.19,0.20,1089.23,1192.91,994.56,99.18
0.23,0.82,39.99,0.18,993.80,1077.69,916.45,80.62
0.23,0.82,40.39,0.20,1197.40,1313.58,1091.50,111.04
0.23,0.81,40.10,0.23,1045.68,1161.71,941.24,110.23
0.23,0.81,40.22,0.18,1108.46,1206.14,1018.69,93.73
0.23,0.81,40.16,0.31,1076.66,1240.88,934.18,153.35
0.23,0.81,40.22,0.20,1108.10,1216.36,1009.48,103.44
0.23,0.81,40.14,0.19,1064.19,1160.47,975.90,92.28
0.23,0.81,40.13,0.23,1060.86,1178.01,955.37,111.32
0.23,0.81,40.31,0.26,1151.44,1297.96,1021.45,138.25
0.23,0.81,40.07,0.30,1033.57,1184.98,901.51,141.73
0.23,0.81,40.10,0.20,1049.49,1153.24,955.08,99.08
0.23,0.81,40.30,0.23,1145.94,1271.80,1032.53,119.63
0.23,0.81,40.32,0.19,1157.12,1262.79,1060.30,101.24
0.23,0.81,40.20,0.23,1096.98,1217.81,988.14,114.84
0.23,0.81,40.09,0.24,1041.12,1161.32,933.36,113.98
0.23,0.81,40.20,0.16,1098.75,1182.50,1020.94,80.78
0.23,0.81,39.83,0.18,926.45,1006.93,852.39,77.27
0.23,0.81,40.19,0.26,1089.28,1225.04,968.56,128.24
0.23,0.81,40.41,0.20,1210.49,1325.06,1105.82,109.62
0.23,0.81,40.18,0.29,1085.83,1242.19,949.14,146.52
0.23,0.81,40.14,0.21,1066.06,1176.52,965.96,105.28
0.23,0.81,40.19,0.33,1092.04,1270.10,938.95,165.58
0.23,0.81,40.28,0.17,1136.79,1228.06,1052.30,87.88
0.23,0.81,40.16,0.18,1075.47,1170.17,988.44,90.86
0.24,0.81,40.16,0.28,1077.90,1223.52,949.62,136.95
0.24,0.81,40.23,0.21,1113.58,1229.02,1008.97,110.03
0.24,0.81,40.38,0.16,1191.52,1280.11,1109.05,85.53
0.24,0.81,40.26,0.16,1129.07,1213.57,1050.45,81.56
0.24,0.81,40.47,0.19,1240.17,1355.52,1134.63,110.45
0.24,0.81,40.12,0.24,1056.33,1177.96,947.26,115.35
0.24,0.81,40.23,0.21,1110.66,1223.57,1008.17,107.70
0.24,0.81,40.22,0.20,1108.92,1218.12,1009.51,104.30
0.24,0.81,40.74,0.31,1403.78,1616.01,1219.43,198.29
0.24,0.81,40.23,0.17,1112.60,1204.47,1027.75,88.36
0.24,0.81,39.91,0.21,957.59,1054.05,869.96,92.05
0.24,0.81,40.13,0.18,1061.70,1153.87,976.88,88.49
0.24,0.81,40.38,0.26,1193.82,1348.30,1057.05,145.62
0.24,0.81,40.40,0.17,1203.15,1299.17,1114.22,92.47
0.24,0.81,40.33,0.13,1163.64,1235.81,1095.69,70.06
0.24,0.81,40.12,0.18,1057.50,1151.08,971.52,89.78
0.24,0.81,40.17,0.26,1082.43,1221.05,959.54,130.76
0.24,0.81,40.56,0.22,1296.58,1435.72,1170.92,132.40
0.24,0.80,40.42,0.22,1214.34,1343.73,1097.41,123.16
0.24,0.80,40.57,0.26,1302.21,1467.25,1155.73,155.76
0.24,0.80,40.25,0.14,1122.85,1199.34,1051.23,74.06
0.24,0.80,40.54,0.31,1281.15,1475.24,1112.59,181.32
0.24,0.80,40.30,0.24,1145.83,1281.39,1024.61,128.39
0.24,0.80,40.21,0.22,1099.71,1217.93,992.98,112.47
0.24,0.80,40.13,0.19,1059.89,1154.75,972.82,90.97
0.25,0.80,40.33,0.21,1166.06,1284.19,1058.79,112.70
0.25,0.80,40.50,0.18,1256.43,1366.06,1155.61,105.22
0.25,0.80,40.36,0.22,1179.34,1304.77,1065.97,119.40
0.25,0.80,40.43,0.17,1220.00,1317.75,1129.51,94.12
0.25,0.80,40.35,0.15,1173.44,1257.02,1095.41,80.81
0.25,0.80,40.38,0.17,1190.15,1287.86,1099.84,94.01
0.25,0.80,40.28,0.21,1139.15,1257.56,1031.89,112.84
0.25,0.80,40.39,0.16,1197.13,1285.79,1114.58,85.61
0.25,0.80,40.20,0.14,1095.62,1167.20,1028.43,69.39
0.25,0.80,40.20,0.18,1097.99,1191.34,1011.97,89.68
0.25,0.80,40.49,0.22,1253.83,1384.92,1135.15,124.89
0.25,0.80,40.43,0.20,1217.64,1332.44,1112.74,109.85
0.25,0.80,40.37,0.26,1183.42,1334.91,1049.12,142.89
0.25,0.80,40.33,0.18,1161.77,1261.20,1070.18,95.51
0.25,0.80,40.43,0.18,1217.31,1322.89,1120.15,101.37
0.25,0.80,40.32,0.17,1157.02,1249.72,1071.19,89.26
0.25,0.80,40.67,0.22,1363.52,1509.32,1231.80,138.76
0.25,0.80,40.30,0.21,1146.09,1260.61,1041.98,109.31
0.25,0.80,40.39,0.16,1197.57,1291.35,1110.60,90.37
0.25,0.80,40.60,0.22,1316.13,1459.48,1186.86,136.31
0.25,0.80,40.38,0.22,1189.27,1314.99,1075.56,119.71
0.25,0.80,40.41,0.18,1210.32,1314.69,1114.24,100.23
0.25,0.80,40.57,0.19,1299.69,1417.70,1191.50,113.10
0.25,0.80,40.30,0.19,1148.63,1252.67,1053.23,99.72
0.25,0.80,40.39,0.20,1195.25,1312.14,1088.78,111.68
0.25,0.80,40.47,0.21,1241.54,1365.93,1128.47,118.73
0.25,0.80,40.46,0.17,1237.20,1335.79,1145.88,94.95
0.25,0.80,40.41,0.26,1205.92,1358.78,1070.26,144.26
0.25,0.80,40.37,0.16,1185.11,1274.00,1102.43,85.79
0.25,0.80,40.03,0.26,1014.05,1144.52,898.45,123.03
0.25,0.80,40.45,0.17,1232.88,1331.90,1141.22,95.34
0.26,0.80,40.65,0.19,1346.36,1472.30,1231.19,120.55
0.26,0.80,40.56,0.27,1293.78,1466.21,1141.63,162.29
0.26,0.80,40.37,0.21,1187.35,1306.30,1079.24,113.53
0.26,0.80,40.50,0.25,1260.26,1415.17,1122.31,146.43
0.26,0.80,40.58,0.25,1304.73,1463.90,1162.86,150.52
0.26,0.80,40.49,0.19,1255.51,1372.59,1148.41,112.09
0.26,0.80,40.61,0.23,1323.61,1468.32,1193.16,137.58
0.26,0.79,40.53,0.23,1275.26,1418.54,1146.46,136.04
0.26,0.79,40.47,0.21,1239.54,1364.95,1125.65,119.65
0.26,0.79,40.51,0.15,1264.74,1355.06,1180.44,87.31
0.26,0.79,40.54,0.16,1283.39,1383.88,1190.20,96.84
0.26,0.79,40.29,0.18,1141.77,1239.65,1051.62,94.02
0.26,0.79,40.43,0.16,1216.47,1311.26,1128.53,91.37
0.26,0.79,40.52,0.23,1272.80,1417.52,1142.86,137.33
0.26,0.79,40.44,0.17,1225.74,1325.55,1133.46,96.05
0.26,0.79,40.50,0.17,1260.84,1364.32,1165.21,99.56
0.26,0.79,40.61,0.19,1326.05,1444.60,1217.23,113.68
0.26,0.79,40.45,0.21,1228.57,1351.78,1116.59,117.59
0.26,0.79,40.42,0.23,1212.38,1345.08,1092.78,126.15
0.26,0.79,40.69,0.26,1372.40,1546.21,1218.12,164.04
0.26,0.79,40.68,0.23,1368.36,1523.56,1228.97,147.29
0.26,0.79,40.39,0.23,1197.84,1329.25,1079.43,124.91
0.26,0.79,40.69,0.25,1376.26,1543.57,1227.09,158.24
0.26,0.79,40.72,0.22,1394.18,1540.63,1261.66,139.49
0.26,0.79,41.26,0.51,1789.86,2268.54,1412.19,428.18
0.26,0.79,40.64,0.17,1342.02,1451.37,1240.91,105.23
0.26,0.79,40.40,0.18,1202.10,1304.39,1107.82,98.29
0.26,0.79,40.56,0.17,1293.48,1397.34,1197.34,100.00
0.26,0.79,40.30,0.21,1150.01,1264.35,1046.00,109.18
0.26,0.79,40.63,0.38,1339.18,1596.06,1123.65,236.21
0.26,0.79,40.51,0.24,1263.22,1409.84,1131.85,139.00
0.26,0.79,40.52,0.20,1267.83,1388.84,1157.36,115.74
0.26,0.79,40.67,0.26,1362.64,1533.47,1210.84,161.32
0.27,0.79,40.61,0.22,1323.55,1464.49,1196.17,134.16
0.27,0.79,40.32,0.21,1161.13,1276.74,1055.99,110.38
0.27,0.79,40.29,0.26,1142.93,1291.27,1011.64,139.81
0.27,0.79,40.55,0.20,1286.06,1413.32,1170.25,121.53
0.27,0.79,40.51,0.20,1264.91,1388.27,1152.52,117.88
0.27,0.79,40.46,0.23,1237.26,1376.79,1111.86,132.46
0.27,0.79,40.58,0.19,1305.57,1425.70,1195.56,115.07
0.27,0.79,40.46,0.24,1233.28,1377.66,1104.03,136.82
0.27,0.79,40.60,0.22,1320.63,1459.52,1194.95,132.29
0.27,0.79,40.64,0.20,1340.48,1467.78,1224.22,121.78
0.27,0.79,40.51,0.16,1264.10,1363.81,1171.67,96.07
0.27,0.79,40.51,0.21,1267.01,1395.22,1150.58,122.32
0.27,0.79,40.49,0.17,1252.39,1351.96,1160.15,95.91
0.27,0.79,40.57,0.12,1298.79,1374.74,1227.04,73.85
0.27,0.79,40.54,0.17,1283.22,1389.76,1184.84,102.46
0.27,0.79,40.47,0.21,1242.85,1368.22,1128.97,119.63
0.27,0.78,40.74,0.29,1405.98,1609.14,1228.48,190.33
0.28,0.78,40.78,0.24,1430.14,1596.85,1280.84,158.00
0.28,0.78,40.53,0.24,1275.62,1425.91,1141.16,142.38
0.28,0.78,40.66,0.21,1357.13,1497.39,1230.00,133.70
0.28,0.78,40.67,0.18,1364.52,1482.49,1255.94,113.28
0.28,0.78,40.85,0.27,1479.38,1676.98,1305.07,185.95
0.28,0.78,40.62,0.24,1329.60,1488.22,1187.88,150.17
0.28,0.78,40.92,0.18,1526.65,1657.09,1406.48,125.30
0.28,0.78,40.70,0.16,1382.74,1491.44,1281.96,104.74
0.28,0.78,40.51,0.20,1262.18,1383.52,1151.48,116.02
0.28,0.78,40.57,0.15,1298.02,1392.98,1209.52,91.73
0.28,0.78,40.67,0.15,1359.13,1458.41,1266.60,95.90
0.28,0.78,40.62,0.17,1331.93,1443.55,1228.93,107.31
0.28,0.78,40.60,0.17,1317.41,1422.48,1220.10,101.19
0.28,0.78,40.74,0.30,1408.64,1615.37,1228.37,193.50
0.28,0.78,40.66,0.18,1354.94,1475.01,1244.64,115.19
0.28,0.78,40.57,0.15,1302.27,1398.06,1213.03,92.51
0.28,0.78,40.54,0.19,1284.16,1399.37,1178.44,110.46
0.28,0.78,40.69,0.21,1375.24,1512.86,1250.15,131.35
0.28,0.78,41.11,0.35,1669.94,1963.20,1420.48,271.36
0.29,0.78,40.70,0.19,1383.31,1507.02,1269.76,118.63
0.29,0.78,40.67,0.17,1362.07,1475.17,1257.65,108.76
0.29,0.78,40.64,0.22,1342.08,1483.48,1214.17,134.66
0.29,0.78,40.57,0.25,1299.63,1458.48,1158.09,150.20
0.29,0.78,40.54,0.24,1281.09,1430.07,1147.63,141.22
0.29,0.78,40.88,0.23,1496.44,1661.52,1347.77,156.87
0.29,0.78,40.71,0.19,1385.16,1510.44,1270.28,120.08
0.29,0.78,40.75,0.14,1411.89,1504.42,1325.04,89.69
0.29,0.78,40.75,0.17,1409.81,1521.40,1306.40,107.50
0.29,0.78,40.94,0.23,1544.05,1713.43,1391.40,161.02
0.29,0.78,40.74,0.23,1407.86,1564.08,1267.25,148.42
0.29,0.78,40.68,0.17,1365.40,1475.27,1263.72,105.77
0.29,0.78,40.70,0.28,1381.66,1569.80,1216.06,176.87
0.29,0.78,40.98,0.26,1567.83,1764.10,1393.40,185.35
0.29,0.78,40.74,0.27,1405.59,1592.75,1240.43,176.16
0.29,0.78,40.73,0.23,1399.46,1559.04,1256.21,151.42
0.29,0.77,40.79,0.23,1436.22,1597.31,1291.37,152.97
0.29,0.77,40.48,0.22,1249.68,1382.38,1129.72,126.33
0.29,0.77,40.76,0.18,1419.45,1540.50,1307.91,116.29
0.29,0.77,40.77,0.17,1422.53,1539.93,1314.08,112.93
0.29,0.77,40.75,0.48,1412.86,1765.41,1130.72,317.35
0.29,0.77,40.42,0.29,1215.01,1390.19,1061.91,164.14
0.29,0.77,40.64,0.23,1341.41,1490.48,1207.24,141.62
0.29,0.77,40.70,0.22,1377.34,1527.59,1241.86,142.87
0.29,0.77,40.75,0.17,1409.81,1527.64,1301.07,113.29
0.29,0.77,40.83,0.20,1463.39,1607.20,1332.44,137.38
0.29,0.77,40.86,0.20,1483.88,1630.67,1350.31,140.18
0.30,0.77,40.76,0.17,1420.37,1538.71,1311.13,113.79
0.30,0.77,41.02,0.31,1600.22,1844.01,1388.66,227.67
0.30,0.77,41.00,0.17,1584.09,1709.76,1467.66,121.05
0.30,0.77,40.99,0.37,1580.37,1870.56,1335.21,267.67
0.30,0.77,40.66,0.20,1354.88,1487.39,1234.17,126.61
0.30,0.77,40.75,0.21,1412.86,1556.68,1282.33,137.18
0.30,0.77,41.27,0.23,1795.15,1998.23,1612.70,192.77
0.30,0.77,40.65,0.27,1351.39,1532.35,1191.80,170.27
0.30,0.77,40.92,0.26,1527.21,1717.55,1357.97,179.79
0.30,0.77,41.01,0.34,1593.16,1864.65,1361.21,251.72
0.30,0.77,41.02,0.20,1600.52,1751.69,1462.39,144.65
0.30,0.77,40.73,0.19,1401.85,1527.54,1286.49,120.52
0.30,0.77,40.98,0.20,1573.04,1723.34,1435.85,143.75
0.30,0.77,40.88,0.25,1499.34,1680.11,1338.02,171.05
0.30,0.77,41.17,0.29,1716.25,1965.74,1498.42,233.66
0.30,0.77,40.86,0.19,1484.91,1621.96,1359.44,131.26
0.30,0.77,41.11,0.21,1666.17,1832.02,1515.34,158.34
0.30,0.77,40.89,0.22,1506.19,1670.44,1358.09,156.17
0.30,0.77,40.82,0.27,1459.08,1655.85,1285.70,185.07
0.30,0.77,40.92,0.14,1527.85,1631.49,1430.79,100.35
0.30,0.77,41.08,0.20,1642.71,1799.14,1499.87,149.63
0.30,0.77,40.72,0.22,1392.52,1542.47,1257.14,142.67
0.30,0.77,40.71,0.18,1383.69,1505.02,1272.14,116.44
0.30,0.77,41.04,0.24,1615.18,1806.26,1444.31,180.98
0.30,0.77,40.90,0.14,1514.82,1615.78,1420.16,97.81
0.31,0.77,40.59,0.31,1313.65,1512.94,1140.61,186.17
0.31,0.77,40.91,0.13,1517.33,1613.79,1426.63,93.58
0.31,0.77,41.00,0.23,1587.89,1762.24,1430.79,165.73
0.31,0.77,40.95,0.17,1545.33,1667.70,1431.93,117.89
0.31,0.77,40.90,0.20,1510.71,1657.65,1376.79,140.43
0.31,0.77,41.16,0.24,1706.08,1904.67,1528.20,188.23
0.31,0.77,40.96,0.15,1554.03,1665.22,1450.27,107.48
0.31,0.76,41.20,0.14,1739.24,1854.77,1630.91,111.93
0.31,0.76,40.95,0.25,1551.17,1743.70,1379.90,181.90
0.31,0.76,41.00,0.15,1581.54,1696.54,1474.34,111.10
0.31,0.76,41.05,0.25,1618.83,1816.89,1442.36,187.27
0.31,0.76,40.98,0.27,1567.26,1775.07,1383.77,195.65
0.31,0.76,41.02,0.30,1597.86,1834.96,1391.41,221.77
0.31,0.76,40.72,0.26,1393.16,1568.32,1237.56,165.38
0.31,0.76,40.62,0.34,1330.27,1553.19,1139.35,206.92
0.31,0.76,41.00,0.22,1582.12,1751.94,1428.77,161.58
0.31,0.76,41.05,0.18,1618.83,1760.87,1488.24,136.32
0.31,0.76,41.01,0.14,1593.90,1701.41,1493.18,104.12
0.31,0.76,41.04,0.21,1612.65,1777.15,1463.37,156.89
0.31,0.76,40.95,0.16,1549.03,1667.82,1438.70,114.56
0.31,0.76,40.96,0.15,1553.46,1664.34,1449.97,107.19
0.31,0.76,41.04,0.28,1610.79,1832.04,1416.27,207.89
0.31,0.76,40.62,0.21,1332.85,1465.62,1212.10,126.76
0.31,0.76,41.02,0.20,1599.19,1756.30,1456.13,150.09
0.31,0.76,41.01,0.18,1589.35,1724.16,1465.08,129.54
0.31,0.76,41.02,0.21,1601.62,1767.86,1451.02,158.42
0.31,0.76,41.13,0.16,1678.88,1803.69,1562.71,120.49
0.32,0.76,41.02,0.23,1599.12,1775.99,1439.86,168.07
0.32,0.76,40.88,0.22,1502.24,1662.39,1357.52,152.43
0.32,0.76,41.20,0.23,1740.44,1937.85,1563.14,187.35
0.32,0.76,40.93,0.23,1536.74,1706.58,1383.80,161.39
0.32,0.76,41.20,0.27,1736.12,1969.69,1530.25,219.72
0.32,0.76,41.07,0.20,1639.68,1794.50,1498.22,148.14
0.32,0.76,41.08,0.17,1642.25,1773.71,1520.54,126.59
0.32,0.76,41.02,0.15,1599.48,1716.63,1490.33,113.15
0.32,0.76,41.33,0.33,1848.84,2150.23,1589.70,280.27
0.32,0.76,41.14,0.18,1691.22,1835.42,1558.35,138.53
0.32,0.76,40.89,0.20,1509.45,1658.04,1374.18,141.93
0.32,0.76,41.23,0.21,1763.19,1939.81,1602.66,168.58
0.32,0.76,40.95,0.16,1552.10,1667.99,1444.26,111.87
0.32,0.76,41.19,0.29,1731.49,1982.02,1512.62,234.70
0.32,0.76,40.73,0.20,1397.72,1532.05,1275.17,128.44
0.32,0.76,40.86,0.16,1487.85,1600.28,1383.32,108.48
0.32,0.76,40.88,0.14,1497.89,1596.74,1405.16,95.79
0.32,0.76,40.93,0.21,1535.75,1693.17,1392.96,150.10
0.32,0.76,41.07,0.13,1636.74,1734.90,1544.14,95.38
0.33,0.75,41.23,0.19,1759.79,1923.59,1609.93,156.83
0.33,0.75,41.26,0.26,1788.55,2011.67,1590.17,210.75
0.33,0.75,41.16,0.27,1709.15,1936.58,1508.43,214.07
0.33,0.75,41.05,0.14,1620.17,1729.43,1517.81,105.81
