zHD,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR_DIAG,D_L,D_L MAX,D_L MIN,SD
0.03,0.97,35.13,0.18,106.20,115.63,97.54,9.05
0.03,0.97,35.67,0.22,136.39,150.68,123.46,13.61
0.03,0.97,35.36,0.19,118.10,128.94,108.18,10.38
0.03,0.97,35.32,0.17,115.74,125.36,106.86,9.25
0.03,0.97,35.29,0.29,114.15,130.64,99.75,15.45
0.03,0.97,35.51,0.16,126.25,136.09,117.11,9.49
0.03,0.97,35.56,0.16,129.20,139.09,120.01,9.54
0.03,0.97,35.56,0.16,129.30,139.25,120.06,9.59
0.03,0.97,35.27,0.18,113.06,122.69,104.18,9.25
0.03,0.97,35.37,0.16,118.69,127.78,110.24,8.77
0.03,0.97,35.34,0.16,117.06,125.81,108.92,8.45
0.03,0.97,35.10,0.18,104.95,114.11,96.52,8.79
0.03,0.97,35.44,0.18,122.28,132.87,112.54,10.17
0.03,0.97,35.29,0.18,114.36,124.14,105.34,9.40
0.03,0.97,35.36,0.18,117.98,128.19,108.58,9.80
0.03,0.97,35.20,0.37,109.46,129.59,92.46,18.57
0.03,0.97,35.60,0.24,131.80,146.87,118.28,14.29
0.03,0.97,35.66,0.25,135.49,152.12,120.68,15.72
0.03,0.97,35.34,0.21,117.21,129.20,106.34,11.43
0.03,0.97,35.41,0.20,120.81,132.58,110.08,11.25
0.03,0.97,34.95,0.23,97.67,108.47,87.94,10.26
0.03,0.97,35.28,0.66,113.57,153.56,83.99,34.79
0.03,0.97,35.48,0.28,124.62,141.47,109.78,15.85
0.03,0.97,35.06,0.22,102.60,113.47,92.77,10.35
0.03,0.97,35.52,0.25,126.78,142.30,112.95,14.68
0.03,0.97,35.69,0.18,137.71,149.84,126.56,11.64
0.03,0.97,35.24,0.19,111.64,121.61,102.48,9.57
0.03,0.97,35.60,0.17,131.97,142.72,122.03,10.34
0.03,0.97,35.62,0.30,133.18,152.91,116.00,18.46
0.03,0.97,35.47,0.23,124.28,137.90,112.01,12.94
0.03,0.97,35.28,0.18,113.56,123.42,104.48,9.47
0.03,0.97,35.09,0.27,104.42,118.39,92.10,13.15
0.03,0.97,35.61,0.22,132.31,146.70,119.33,13.69
0.03,0.97,35.36,0.28,118.24,134.74,103.76,15.49
0.03,0.97,35.47,0.18,123.90,134.48,114.16,10.16
0.03,0.97,35.51,0.19,126.26,137.87,115.64,11.11
0.03,0.97,35.28,0.19,113.66,124.29,103.94,10.17
0.03,0.97,35.50,0.19,125.98,137.52,115.41,11.06
0.03,0.97,35.51,0.19,126.57,138.19,115.92,11.13
0.03,0.97,35.44,0.19,122.20,133.09,112.21,10.44
0.03,0.97,35.86,0.19,148.66,162.44,136.05,13.20
0.03,0.97,35.52,0.20,127.03,139.03,116.06,11.49
0.03,0.97,35.48,0.20,124.96,136.97,114.00,11.48
0.03,0.97,35.48,0.23,124.51,138.65,111.82,13.41
0.03,0.97,35.52,0.17,126.97,137.06,117.62,9.72
0.03,0.97,35.55,0.22,129.07,142.59,116.84,12.88
0.03,0.97,35.48,0.17,124.76,135.15,115.16,10.00
0.03,0.97,35.53,0.26,127.91,144.06,113.57,15.25
0.03,0.97,35.36,0.16,117.96,127.24,109.35,8.95
0.03,0.97,35.35,0.34,117.61,137.74,100.42,18.66
0.03,0.97,35.61,0.21,132.34,145.95,119.99,12.98
0.03,0.97,35.46,0.28,123.87,140.83,108.95,15.94
0.03,0.97,35.42,0.18,121.14,131.90,111.25,10.32
0.03,0.97,35.49,0.17,125.46,135.46,116.20,9.63
0.03,0.97,35.65,0.21,134.78,148.24,122.54,12.85
0.03,0.97,35.92,0.40,152.93,183.80,127.24,28.28
0.03,0.97,35.41,0.33,120.56,140.48,103.46,18.51
0.03,0.97,35.34,0.38,116.81,138.85,98.27,20.29
0.03,0.97,35.57,0.18,129.72,141.17,119.19,10.99
0.03,0.97,35.67,0.24,136.14,151.83,122.08,14.88
0.03,0.97,35.54,0.18,128.29,139.69,117.82,10.94
0.03,0.97,35.59,0.17,131.08,141.70,121.26,10.22
0.03,0.97,35.53,0.28,127.67,145.48,112.04,16.72
0.03,0.97,35.67,0.17,135.99,147.37,125.49,10.94
0.03,0.97,35.50,0.18,125.64,136.25,115.86,10.19
0.03,0.97,35.58,0.15,130.57,139.83,121.93,8.95
0.03,0.97,35.48,0.15,124.97,134.15,116.43,8.86
0.03,0.97,35.77,0.22,142.69,158.21,128.69,14.76
0.03,0.97,35.74,0.23,140.79,156.28,126.83,14.73
0.03,0.97,35.79,0.22,143.66,158.73,130.02,14.36
0.03,0.97,35.62,0.32,133.24,154.45,114.93,19.76
0.03,0.97,35.65,0.20,134.65,147.39,123.02,12.18
0.03,0.97,35.56,0.19,129.43,140.98,118.83,11.07
0.03,0.97,35.91,0.27,152.19,172.65,134.15,19.25
0.03,0.97,35.70,0.16,138.15,149.00,128.08,10.46
0.03,0.97,35.71,0.22,138.48,153.29,125.11,14.09
0.03,0.97,35.65,0.19,134.73,147.34,123.21,12.07
0.03,0.97,35.68,0.19,137.07,149.47,125.70,11.89
0.03,0.97,35.73,0.18,139.82,151.77,128.82,11.48
0.03,0.97,35.46,0.28,123.55,140.30,108.80,15.75
0.03,0.97,35.49,0.15,125.29,134.17,117.00,8.59
0.03,0.97,35.67,0.20,136.43,149.74,124.31,12.72
0.03,0.97,35.58,0.20,130.38,142.75,119.08,11.83
0.03,0.97,35.86,0.26,148.33,167.11,131.67,17.72
0.03,0.97,35.86,0.29,148.44,170.01,129.60,20.20
0.03,0.97,35.88,0.19,150.02,163.74,137.45,13.15
0.03,0.97,35.67,0.27,135.87,154.18,119.73,17.22
0.03,0.97,35.91,0.20,151.93,166.45,138.68,13.88
0.03,0.97,35.66,0.16,135.76,145.87,126.34,9.76
0.03,0.97,35.64,0.17,134.07,144.97,123.98,10.50
0.03,0.97,35.64,0.15,134.47,143.98,125.58,9.20
0.03,0.97,35.63,0.20,133.84,147.02,121.84,12.59
0.03,0.97,35.84,0.18,147.10,159.72,135.48,12.12
0.03,0.97,35.72,0.15,139.62,149.85,130.09,9.88
0.03,0.97,35.80,0.33,144.49,167.90,124.35,21.78
0.03,0.97,35.73,0.22,140.11,155.07,126.60,14.23
0.03,0.97,35.89,0.23,150.71,167.22,135.83,15.70
0.03,0.97,35.62,0.17,132.83,143.51,122.94,10.29
0.03,0.97,35.66,0.15,135.79,145.56,126.67,9.45
0.03,0.97,35.73,0.16,139.75,150.62,129.67,10.48
0.03,0.97,35.82,0.20,145.61,159.58,132.86,13.36
0.03,0.97,35.86,0.15,148.92,159.64,138.91,10.36
0.03,0.97,35.85,0.14,148.02,158.14,138.55,9.80
0.03,0.97,35.78,0.16,143.20,154.13,133.05,10.54
0.03,0.97,35.83,0.27,146.49,166.16,129.14,18.51
0.03,0.97,36.02,0.24,160.17,179.14,143.21,17.96
0.03,0.97,35.83,0.26,146.39,164.95,129.93,17.51
0.03,0.97,35.91,0.18,151.98,164.90,140.07,12.42
0.03,0.97,35.76,0.31,141.82,163.81,122.79,20.51
0.03,0.97,35.92,0.21,152.67,167.97,138.76,14.61
0.03,0.97,35.94,0.21,154.01,169.76,139.73,15.01
0.03,0.97,35.78,0.22,143.46,158.55,129.82,14.37
0.03,0.97,35.83,0.34,146.22,171.05,124.99,23.03
0.03,0.97,35.98,0.36,156.73,184.82,132.90,25.96
0.03,0.97,35.73,0.16,140.27,150.69,130.57,10.06
0.03,0.97,35.86,0.21,148.36,163.11,134.95,14.08
0.03,0.97,35.91,0.17,152.18,164.24,141.00,11.62
0.04,0.97,35.88,0.17,150.08,162.25,138.82,11.71
0.04,0.97,35.89,0.21,150.92,166.37,136.90,14.73
0.04,0.97,35.80,0.48,144.62,180.68,115.76,32.46
0.04,0.97,35.80,0.48,144.80,180.79,115.97,32.41
0.04,0.97,35.83,0.33,146.89,171.33,125.93,22.70
0.04,0.97,35.86,0.17,148.66,160.66,137.56,11.55
0.04,0.97,35.99,0.37,157.80,187.53,132.78,27.37
0.04,0.97,36.23,0.19,176.52,192.53,161.85,15.34
0.04,0.97,35.96,0.23,155.53,172.53,140.21,16.16
0.04,0.97,36.15,0.23,170.18,189.22,153.05,18.08
0.04,0.97,35.93,0.20,153.64,168.79,139.85,14.47
0.04,0.97,35.55,0.20,128.91,141.63,117.34,12.15
0.04,0.97,35.99,0.19,157.83,172.04,144.79,13.62
0.04,0.97,35.86,0.22,148.50,164.59,133.97,15.31
0.04,0.97,36.18,0.19,172.54,188.08,158.29,14.90
0.04,0.96,36.00,0.19,158.74,172.88,145.76,13.56
0.04,0.96,35.93,0.16,153.33,164.80,142.67,11.07
0.04,0.96,35.88,0.19,150.22,163.58,137.94,12.82
0.04,0.96,36.07,0.29,164.04,187.42,143.58,21.92
0.04,0.96,35.81,0.31,144.92,167.01,125.74,20.64
0.04,0.96,35.93,0.32,153.37,177.60,132.45,22.57
0.04,0.96,36.07,0.18,163.64,177.38,150.97,13.20
0.04,0.96,36.08,0.34,164.44,192.03,140.81,25.61
0.04,0.96,35.96,0.17,155.86,168.29,144.35,11.97
0.04,0.96,36.05,0.17,161.99,174.89,150.05,12.42
0.04,0.96,36.01,0.14,158.98,169.19,149.38,9.91
0.04,0.96,35.99,0.15,157.96,169.19,147.47,10.86
0.04,0.96,35.87,0.19,149.27,162.89,136.78,13.06
0.04,0.96,35.98,0.16,156.96,169.25,145.56,11.84
0.04,0.96,35.95,0.26,154.81,174.71,137.18,18.77
0.04,0.96,36.33,0.17,184.78,199.94,170.77,14.59
0.04,0.96,36.22,0.17,175.27,189.66,161.97,13.84
0.04,0.96,36.01,0.21,158.95,174.82,144.52,15.15
0.04,0.96,36.06,0.16,163.11,175.83,151.31,12.26
0.04,0.96,36.09,0.20,165.11,180.95,150.66,15.14
0.04,0.96,35.89,0.15,150.92,161.85,140.74,10.55
0.04,0.96,35.86,0.15,148.71,159.54,138.61,10.47
0.04,0.96,36.11,0.24,167.04,186.23,149.83,18.20
0.04,0.96,36.52,0.25,201.16,225.27,179.63,22.82
0.04,0.96,36.23,0.31,175.82,202.92,152.35,25.28
0.04,0.96,36.26,0.15,178.35,191.11,166.45,12.33
0.04,0.96,36.01,0.17,159.40,172.41,147.38,12.52
0.04,0.96,36.03,0.22,160.40,177.46,144.98,16.24
0.04,0.96,36.01,0.20,159.40,175.16,145.06,15.05
0.04,0.96,36.20,0.22,173.48,192.05,156.70,17.67
0.04,0.96,36.21,0.18,174.78,190.20,160.62,14.79
0.04,0.96,36.28,0.15,180.63,193.37,168.74,12.31
0.04,0.96,36.55,0.23,204.04,227.32,183.14,22.09
0.04,0.96,36.02,0.14,159.71,170.62,149.50,10.56
0.04,0.96,36.08,0.14,164.57,175.94,153.94,11.00
0.04,0.96,35.99,0.21,157.89,173.96,143.31,15.33
0.04,0.96,36.13,0.17,167.98,181.56,155.42,13.07
0.04,0.96,36.41,0.31,191.46,220.56,166.20,27.18
0.04,0.96,36.04,0.15,161.46,172.79,150.87,10.96
0.04,0.96,36.32,0.15,183.26,196.43,170.96,12.74
0.04,0.96,36.56,0.28,205.13,233.37,180.30,26.53
0.04,0.96,36.21,0.21,174.59,192.14,158.64,16.75
0.04,0.96,36.51,0.43,200.50,244.02,164.75,39.63
0.04,0.96,36.29,0.15,181.39,194.46,169.21,12.63
0.04,0.96,35.91,0.29,152.32,174.44,133.00,20.72
0.04,0.96,36.25,0.18,178.00,192.99,164.18,14.40
0.04,0.96,36.21,0.17,174.35,188.24,161.48,13.38
0.04,0.96,36.20,0.16,173.92,187.44,161.38,13.03
0.04,0.96,36.25,0.21,177.48,195.23,161.34,16.95
0.04,0.96,36.42,0.17,192.00,207.26,177.86,14.70
0.04,0.96,36.21,0.15,174.88,187.58,163.04,12.27
0.04,0.96,36.29,0.17,180.98,195.42,167.62,13.90
0.04,0.96,36.26,0.18,178.60,193.84,164.56,14.64
0.04,0.96,36.33,0.18,184.48,200.54,169.71,15.41
0.04,0.96,36.55,0.23,203.88,226.79,183.29,21.75
0.04,0.96,36.29,0.25,181.27,203.30,161.62,20.84
0.04,0.96,36.55,0.27,204.27,231.37,180.34,25.51
0.04,0.96,36.51,0.29,200.58,228.84,175.80,26.52
0.04,0.96,36.46,0.16,195.57,210.75,181.48,14.63
0.05,0.96,36.69,0.30,217.43,250.21,188.95,30.63
0.05,0.96,36.45,0.20,195.35,213.83,178.47,17.68
0.05,0.96,36.46,0.17,196.19,212.51,181.12,15.70
0.05,0.96,36.51,0.15,200.81,215.36,187.24,14.06
0.05,0.96,36.16,0.18,170.44,185.41,156.69,14.36
0.05,0.96,36.38,0.20,188.89,206.74,172.59,17.07
0.05,0.96,36.26,0.22,178.95,197.85,161.84,18.00
0.05,0.96,36.54,0.16,203.18,218.64,188.81,14.91
0.05,0.96,36.32,0.20,184.05,201.35,168.24,16.55
0.05,0.96,36.51,0.21,200.27,220.56,181.85,19.36
0.05,0.96,36.47,0.19,196.91,215.32,180.07,17.62
0.05,0.96,36.48,0.15,197.57,211.52,184.54,13.49
0.05,0.96,36.49,0.18,198.22,215.64,182.20,16.72
0.05,0.96,36.76,0.28,224.72,255.73,197.47,29.13
0.05,0.95,36.56,0.23,205.51,228.39,184.93,21.73
0.05,0.95,36.60,0.16,209.02,225.17,194.02,15.58
0.05,0.95,36.59,0.15,208.41,222.84,194.91,13.96
0.05,0.95,36.56,0.21,205.37,226.10,186.54,19.78
0.05,0.95,36.50,0.17,199.31,215.13,184.65,15.24
0.05,0.95,36.37,0.15,188.23,202.14,175.29,13.43
0.05,0.95,36.33,0.14,184.53,196.44,173.34,11.55
0.05,0.95,36.64,0.18,212.91,231.47,195.84,17.81
0.05,0.95,36.60,0.20,208.90,229.34,190.28,19.53
0.05,0.95,36.47,0.18,196.71,213.41,181.31,16.05
0.05,0.95,36.58,0.17,207.28,223.96,191.84,16.06
0.05,0.95,36.64,0.24,212.83,238.19,190.18,24.00
0.05,0.95,36.47,0.19,196.92,214.48,180.79,16.84
0.05,0.95,36.57,0.16,206.00,221.32,191.73,14.79
0.05,0.95,36.86,0.16,235.32,253.69,218.28,17.71
0.05,0.95,36.54,0.45,203.26,250.46,164.96,42.75
0.05,0.95,36.46,0.20,196.07,215.18,178.67,18.26
0.05,0.95,36.55,0.19,203.81,222.54,186.65,17.95
0.05,0.95,36.70,0.13,219.14,233.02,206.09,13.47
0.05,0.95,36.85,0.30,234.67,269.76,204.15,32.80
0.05,0.95,36.88,0.17,237.73,256.89,219.99,18.45
0.05,0.95,36.39,0.20,189.93,208.40,173.11,17.65
0.05,0.95,36.59,0.16,207.61,223.15,193.14,15.01
0.05,0.95,36.78,0.23,226.56,251.66,203.96,23.85
0.05,0.95,36.87,0.21,236.36,260.16,214.74,22.71
0.05,0.95,36.54,0.30,203.54,233.57,177.38,28.10
0.05,0.95,36.84,0.22,233.46,258.15,211.14,23.50
0.05,0.95,36.91,0.21,241.48,265.69,219.47,23.11
0.05,0.95,36.78,0.16,226.49,244.00,210.23,16.89
0.05,0.95,36.85,0.17,234.14,253.47,216.29,18.59
0.05,0.95,36.86,0.13,235.84,250.83,221.75,14.54
0.05,0.95,36.83,0.18,232.56,252.53,214.17,19.18
0.05,0.95,36.86,0.15,235.30,252.08,219.63,16.22
0.06,0.95,36.64,0.18,213.14,231.07,196.60,17.24
0.06,0.95,36.87,0.19,236.33,258.46,216.10,21.18
0.06,0.95,36.81,0.19,230.24,251.66,210.64,20.51
0.06,0.95,36.91,0.19,240.97,262.40,221.28,20.56
0.06,0.95,37.04,0.18,255.78,277.41,235.83,20.79
0.06,0.95,36.99,0.17,250.07,270.61,231.08,19.77
0.06,0.95,37.07,0.22,259.26,287.08,234.14,26.47
0.06,0.94,36.98,0.14,249.13,265.49,233.77,15.86
0.06,0.94,36.93,0.15,243.49,260.51,227.58,16.47
0.06,0.94,36.95,0.18,245.98,267.59,226.12,20.74
0.06,0.94,36.98,0.22,248.91,274.89,225.39,24.75
0.06,0.94,37.15,0.25,268.66,301.83,239.13,31.35
0.06,0.94,36.30,0.62,181.98,241.84,136.94,52.45
0.06,0.94,37.03,0.18,254.92,276.64,234.90,20.87
0.06,0.94,37.16,0.12,270.78,286.68,255.76,15.46
0.06,0.94,37.19,0.16,274.47,295.54,254.91,20.31
0.06,0.94,37.14,0.20,267.71,293.27,244.38,24.45
0.06,0.94,36.96,0.20,246.69,270.02,225.39,22.31
0.06,0.94,36.97,0.14,247.64,264.37,231.97,16.20
0.06,0.94,37.07,0.18,259.98,282.88,238.93,21.97
0.06,0.94,37.35,0.21,295.35,324.82,268.56,28.13
0.06,0.94,37.02,0.16,253.48,272.34,235.92,18.21
0.06,0.94,37.08,0.15,260.45,279.64,242.57,18.54
0.07,0.94,37.09,0.15,261.23,280.30,243.45,18.43
0.07,0.94,37.36,0.20,296.72,325.84,270.20,27.82
0.07,0.94,37.16,0.30,270.73,310.30,236.21,37.04
0.07,0.94,37.42,0.19,305.31,333.90,279.16,27.37
0.07,0.94,37.23,0.20,279.82,307.24,254.85,26.20
0.07,0.94,37.49,0.19,315.28,344.19,288.80,27.69
0.07,0.94,37.24,0.19,280.30,306.10,256.67,24.72
0.07,0.94,37.42,0.16,304.97,328.19,283.40,22.40
0.07,0.94,37.28,0.17,285.98,309.86,263.94,22.96
0.07,0.93,37.29,0.28,287.66,326.90,253.13,36.89
0.07,0.93,37.30,0.23,287.89,319.60,259.32,30.14
0.07,0.93,37.28,0.21,285.43,314.75,258.84,27.95
0.07,0.93,37.48,0.18,313.14,339.61,288.74,25.43
0.07,0.93,37.48,0.45,313.53,385.21,255.19,65.01
0.07,0.93,37.45,0.25,309.64,347.07,276.25,35.41
0.07,0.93,37.73,0.50,351.41,442.78,278.90,81.94
0.07,0.93,37.37,0.23,298.02,331.05,268.28,31.38
0.07,0.93,37.36,0.20,295.83,323.77,270.29,26.74
0.07,0.93,37.25,0.16,281.76,303.45,261.62,20.92
0.07,0.93,37.42,0.21,304.16,334.88,276.25,29.31
0.07,0.93,37.56,0.18,325.36,353.61,299.36,27.12
0.07,0.93,37.63,0.20,336.03,368.40,306.51,30.95
0.07,0.93,37.62,0.30,334.58,384.99,290.77,47.11
0.07,0.93,37.55,0.18,324.12,351.56,298.81,26.37
0.07,0.93,37.43,0.22,306.85,339.88,277.02,31.43
0.07,0.93,37.45,0.19,309.04,337.63,282.88,27.38
0.08,0.93,37.48,0.18,312.80,339.79,287.94,25.92
0.08,0.93,37.57,0.15,325.93,350.04,303.47,23.28
0.08,0.93,37.81,0.29,365.46,417.51,319.90,48.81
0.08,0.93,37.55,0.22,323.01,356.99,292.27,32.36
0.08,0.93,37.63,0.20,336.39,368.56,307.03,30.77
0.08,0.93,37.57,0.15,326.81,350.25,304.95,22.65
0.08,0.93,37.83,0.15,368.38,394.02,344.42,24.80
0.08,0.93,38.02,0.24,400.94,447.64,359.11,44.26
0.08,0.93,38.09,0.18,415.76,451.71,382.66,34.53
0.08,0.93,37.60,0.50,330.95,417.28,262.48,77.40
0.08,0.93,37.78,0.24,360.46,402.25,323.01,39.62
0.08,0.93,37.53,0.15,320.63,343.12,299.61,21.75
0.08,0.93,37.60,0.16,331.18,356.14,307.96,24.09
0.08,0.93,37.67,0.12,341.48,360.76,323.22,18.77
0.08,0.92,37.72,0.22,350.19,387.46,316.50,35.48
0.08,0.92,37.82,0.22,366.30,404.91,331.37,36.77
0.08,0.92,37.68,0.27,343.15,387.80,303.64,42.08
0.08,0.92,37.99,0.20,396.99,434.31,362.87,35.72
0.08,0.92,37.97,0.22,392.39,434.55,354.32,40.11
0.09,0.92,37.84,0.13,369.93,392.49,348.66,21.91
0.09,0.92,37.85,0.22,371.26,410.24,335.98,37.13
0.09,0.92,37.78,0.25,359.29,403.72,319.75,41.99
0.09,0.92,37.92,0.22,383.74,424.08,347.24,38.42
0.09,0.92,38.03,0.17,403.07,435.40,373.14,31.13
0.09,0.92,38.16,0.27,428.59,484.52,379.12,52.70
0.09,0.91,38.22,0.49,441.08,553.58,351.45,101.06
0.10,0.91,38.44,0.19,487.01,532.70,445.24,43.73
0.10,0.91,38.30,0.17,456.71,492.89,423.18,34.85
0.10,0.91,38.41,0.19,480.51,523.82,440.78,41.52
0.10,0.91,38.25,0.20,446.91,489.93,407.67,41.13
0.10,0.91,38.18,0.19,432.81,471.57,397.24,37.17
0.10,0.91,38.33,0.13,464.26,492.08,438.01,27.04
0.10,0.91,38.21,0.20,438.11,479.59,400.21,39.69
0.11,0.90,38.43,0.24,485.18,540.92,435.17,52.87
0.11,0.90,38.26,0.20,448.97,491.28,410.31,40.48
0.11,0.90,38.46,0.15,492.58,528.09,459.47,34.31
0.11,0.90,38.43,0.21,485.18,534.56,440.36,47.10
0.11,0.90,38.78,0.47,570.19,707.50,459.53,123.99
0.11,0.90,38.50,0.18,500.82,544.12,460.97,41.58
0.11,0.90,38.40,0.19,479.00,522.11,439.46,41.33
0.11,0.90,38.40,0.13,478.98,509.28,450.49,29.40
0.11,0.90,38.57,0.18,517.63,562.30,476.51,42.90
0.11,0.90,38.62,0.16,530.01,571.37,491.63,39.87
0.11,0.90,38.39,0.19,475.90,520.60,435.05,42.78
0.12,0.90,38.54,0.16,510.69,549.72,474.44,37.64
0.12,0.90,38.63,0.19,532.16,579.68,488.53,45.57
0.12,0.89,38.57,0.24,518.25,578.72,464.10,57.31
0.12,0.89,38.61,0.21,526.94,581.63,477.39,52.12
0.12,0.89,38.42,0.13,482.10,511.15,454.70,28.23
0.12,0.89,38.56,0.21,515.92,568.93,467.85,50.54
0.12,0.89,38.60,0.20,523.79,574.38,477.66,48.36
0.12,0.89,38.79,0.25,573.48,644.13,510.59,66.77
0.12,0.89,38.63,0.30,533.29,613.04,463.91,74.56
0.12,0.89,38.59,0.16,523.48,562.97,486.76,38.10
0.12,0.89,38.61,0.23,527.69,586.96,474.41,56.28
0.12,0.89,38.69,0.14,545.83,583.41,510.67,36.37
0.12,0.89,38.60,0.27,524.01,594.66,461.76,66.45
0.12,0.89,38.62,0.16,528.79,569.79,490.74,39.53
0.12,0.89,38.80,0.33,575.68,671.20,493.75,88.73
0.12,0.89,38.82,0.15,581.89,623.60,542.97,40.31
0.12,0.89,38.65,0.15,537.13,574.43,502.25,36.09
0.12,0.89,38.84,0.22,584.79,647.60,528.07,59.76
0.12,0.89,38.76,0.13,565.35,599.09,533.51,32.79
0.13,0.89,39.14,0.30,673.50,772.91,586.88,93.01
0.13,0.89,38.50,0.29,500.17,572.52,436.97,67.77
0.13,0.89,38.81,0.26,578.76,652.28,513.53,69.38
0.13,0.89,38.68,0.28,545.73,621.09,479.52,70.79
0.13,0.89,38.74,0.16,560.51,603.23,520.81,41.21
0.13,0.89,38.78,0.18,571.24,619.73,526.55,46.59
0.13,0.89,38.75,0.15,563.56,604.14,525.71,39.21
0.13,0.89,38.84,0.21,586.22,646.58,531.50,57.54
0.13,0.89,38.83,0.25,584.25,655.67,520.61,67.53
0.13,0.89,38.84,0.14,586.92,626.80,549.58,38.61
0.13,0.88,38.80,0.13,575.97,612.79,541.36,35.72
0.13,0.88,38.78,0.12,571.24,604.30,539.99,32.16
0.13,0.88,38.83,0.28,582.53,663.84,511.18,76.33
0.13,0.88,38.84,0.16,587.06,631.28,545.93,42.67
0.13,0.88,39.24,0.20,703.59,771.24,641.87,64.69
0.14,0.88,39.08,0.31,653.88,755.38,566.02,94.68
0.14,0.88,38.98,0.21,624.34,686.67,567.67,59.50
0.14,0.88,38.85,0.20,588.17,643.60,537.51,53.04
0.14,0.88,39.01,0.22,633.72,702.68,571.53,65.58
0.14,0.88,38.96,0.26,619.90,698.47,550.16,74.15
0.14,0.88,39.35,0.23,741.69,824.70,667.02,78.84
0.14,0.88,38.89,0.13,598.60,635.09,564.21,35.44
0.14,0.88,38.95,0.16,616.68,663.76,572.94,45.41
0.14,0.88,39.02,0.12,637.65,675.20,602.19,36.51
0.14,0.88,39.04,0.32,642.72,744.45,554.89,94.78
0.14,0.88,39.00,0.18,630.93,684.20,581.80,51.20
0.14,0.88,39.05,0.13,644.67,684.68,607.00,38.84
0.14,0.88,39.02,0.15,637.18,681.42,595.81,42.80
0.14,0.88,39.18,0.18,684.70,745.25,629.07,58.09
0.14,0.88,39.28,0.20,718.95,789.59,654.63,67.48
0.14,0.88,39.04,0.21,642.89,708.97,582.98,62.99
0.14,0.88,39.12,0.26,667.94,753.20,592.33,80.43
0.14,0.87,39.05,0.16,644.76,694.26,598.80,47.73
0.14,0.87,39.52,0.37,799.98,948.88,674.45,137.21
0.14,0.87,39.11,0.13,664.81,705.67,626.33,39.67
0.14,0.87,39.08,0.17,653.31,706.71,603.95,51.38
0.14,0.87,39.02,0.24,635.62,710.22,568.86,70.68
0.15,0.87,39.15,0.21,676.64,745.41,614.22,65.59
0.15,0.87,39.19,0.21,687.29,756.17,624.68,65.75
0.15,0.87,39.16,0.19,678.58,739.80,622.42,58.69
0.15,0.87,39.02,0.20,635.45,695.95,580.20,57.87
0.15,0.87,38.97,0.17,621.50,672.67,574.22,49.22
0.15,0.87,39.13,0.19,671.12,732.08,615.24,58.42
0.15,0.87,39.16,0.17,679.52,734.91,628.30,53.31
0.15,0.87,39.23,0.18,700.97,763.30,643.73,59.79
0.15,0.87,39.04,0.16,642.16,690.60,597.11,46.75
0.15,0.87,39.02,0.14,637.94,681.27,597.37,41.95
0.15,0.87,39.16,0.17,679.39,736.39,626.80,54.79
0.15,0.87,39.11,0.18,663.87,719.65,612.40,53.63
0.15,0.87,39.11,0.17,662.46,716.42,612.57,51.93
0.15,0.87,39.17,0.13,681.93,725.38,641.09,42.15
0.15,0.87,39.05,0.16,644.97,693.90,599.50,47.20
0.15,0.87,39.32,0.17,732.45,793.27,676.30,58.48
0.15,0.87,39.22,0.13,697.43,739.69,657.58,41.06
0.15,0.87,39.10,0.16,660.42,710.90,613.53,48.68
0.15,0.87,39.26,0.18,710.04,771.18,653.74,58.72
0.15,0.87,39.36,0.18,746.07,808.86,688.16,60.35
0.16,0.87,39.21,0.17,694.26,750.06,642.60,53.73
0.16,0.87,39.28,0.16,717.13,771.20,666.85,52.17
0.16,0.87,39.40,0.18,758.37,822.34,699.37,61.48
0.16,0.87,38.97,0.18,622.41,675.96,573.11,51.42
0.16,0.86,39.21,0.21,694.61,765.24,630.50,67.37
0.16,0.86,39.08,0.16,654.46,705.70,606.93,49.39
0.16,0.86,39.43,0.28,767.96,875.14,673.91,100.61
0.16,0.86,38.95,0.14,616.68,658.94,577.13,40.90
0.16,0.86,39.09,0.14,657.90,702.70,615.96,43.37
0.16,0.86,39.04,0.27,643.52,728.94,568.11,80.41
0.16,0.86,39.23,0.17,701.00,757.29,648.90,54.20
0.16,0.86,39.21,0.22,693.65,766.57,627.67,69.45
0.16,0.86,39.42,0.26,767.08,864.79,680.41,92.19
0.16,0.86,39.22,0.21,697.01,767.53,632.97,67.28
0.16,0.86,39.31,0.25,727.98,815.43,649.91,82.76
0.16,0.86,39.33,0.22,732.89,812.56,661.04,75.76
0.16,0.86,39.28,0.20,718.03,787.66,654.55,66.56
0.16,0.86,39.26,0.20,712.33,780.81,649.85,65.48
0.16,0.86,39.33,0.14,734.28,782.98,688.60,47.19
0.16,0.86,39.32,0.15,730.53,783.11,681.49,50.81
0.17,0.86,39.49,0.24,792.06,885.40,708.57,88.41
0.17,0.86,39.18,0.19,686.03,749.96,627.54,61.21
0.17,0.86,39.28,0.17,716.37,773.22,663.70,54.76
0.17,0.86,39.52,0.18,800.02,870.31,735.40,67.45
0.17,0.85,39.67,0.27,859.84,975.89,757.60,109.14
0.17,0.85,39.47,0.13,784.95,834.40,738.42,47.99
0.17,0.85,39.54,0.28,809.99,919.56,713.48,103.04
0.17,0.85,39.46,0.21,779.94,861.00,706.51,77.25
