zHD,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR_DIAG,D_L,D_L MAX,D_L MIN,SD
0.0582,0.9450,36.9324,0.1467,243.4894,260.5122,227.5789,16.4666
0.0583,0.9449,36.9545,0.1828,245.9801,267.5891,226.1162,20.7365
0.0589,0.9444,36.9802,0.2156,248.9087,274.8864,225.3859,24.7502
0.0589,0.9444,37.1460,0.2528,268.6581,301.8289,239.1328,31.3480
0.0597,0.9436,36.3001,0.6175,181.9785,241.8373,136.9357,52.4508
0.0609,0.9426,37.0320,0.1776,254.9177,276.6419,234.8995,20.8712
0.0610,0.9425,37.1631,0.1239,270.7821,286.6845,255.7619,15.4613
0.0610,0.9425,37.1925,0.1606,274.4732,295.5385,254.9095,20.3145
0.0612,0.9423,37.1383,0.1980,267.7072,293.2661,244.3758,24.4451
0.0614,0.9422,36.9608,0.1961,246.6948,270.0157,225.3881,22.3138
0.0614,0.9422,36.9691,0.1420,247.6395,264.3731,231.9652,16.2039
0.0615,0.9420,37.0747,0.1833,259.9800,282.8806,238.9334,21.9736
0.0637,0.9401,37.3517,0.2065,295.3521,324.8206,268.5570,28.1318
0.0638,0.9400,37.0197,0.1559,253.4778,272.3397,235.9223,18.2087
0.0645,0.9394,37.0786,0.1544,260.4474,279.6442,242.5684,18.5379
0.0653,0.9387,37.0851,0.1530,261.2282,280.3024,243.4519,18.4252
0.0663,0.9378,37.3617,0.2033,296.7153,325.8385,270.1952,27.8217
0.0665,0.9376,37.1627,0.2962,270.7323,310.2972,236.2121,37.0425
0.0671,0.9371,37.4237,0.1944,305.3093,333.9046,279.1628,27.3709
0.0673,0.9370,37.2344,0.2030,279.8208,307.2424,254.8466,26.1979
0.0679,0.9365,37.4935,0.1905,315.2826,344.1912,288.8020,27.6946
0.0684,0.9359,37.2381,0.1912,280.2980,306.1006,256.6704,24.7151
0.0689,0.9356,37.4213,0.1593,304.9720,328.1896,283.3970,22.3963
0.0690,0.9355,37.2817,0.1741,285.9829,309.8623,263.9436,22.9594
0.0702,0.9344,37.2944,0.2777,287.6603,326.9010,253.1301,36.8854
0.0706,0.9341,37.2961,0.2269,287.8856,319.5962,259.3214,30.1374
0.0706,0.9341,37.2775,0.2123,285.4303,314.7490,258.8425,27.9533
0.0707,0.9339,37.4787,0.1762,313.1410,339.6068,288.7378,25.4345
0.0708,0.9339,37.4814,0.4471,313.5306,385.2065,255.1916,65.0074
0.0709,0.9338,37.4543,0.2478,309.6421,347.0739,276.2473,35.4133
0.0709,0.9338,37.7291,0.5018,351.4148,442.7774,278.9039,81.9367
0.0709,0.9338,37.3712,0.2283,298.0163,331.0483,268.2802,31.3841
0.0712,0.9336,37.3552,0.1960,295.8285,323.7743,270.2947,26.7398
0.0716,0.9332,37.2494,0.1611,281.7604,303.4548,261.6170,20.9189
0.0717,0.9331,37.4155,0.2090,304.1585,334.8817,276.2540,29.3138
0.0719,0.9329,37.5618,0.1808,325.3569,353.6087,299.3622,27.1233
0.0722,0.9326,37.6319,0.1997,336.0315,368.3995,306.5074,30.9460
0.0725,0.9324,37.6225,0.3048,334.5800,384.9930,290.7684,47.1123
0.0739,0.9312,37.5535,0.1765,324.1156,351.5608,298.8131,26.3738
0.0744,0.9308,37.4346,0.2221,306.8457,339.8841,277.0188,31.4326
0.0745,0.9307,37.4501,0.1921,309.0438,337.6320,282.8762,27.3779
0.0752,0.9301,37.4763,0.1798,312.7951,339.7913,287.9438,25.9237
0.0752,0.9301,37.5656,0.1550,325.9267,350.0409,303.4738,23.2836
0.0756,0.9297,37.8142,0.2891,365.4601,417.5126,319.8972,48.8077
0.0758,0.9296,37.5461,0.2172,323.0130,356.9885,292.2711,32.3587
0.0759,0.9295,37.6342,0.1983,336.3876,368.5573,307.0259,30.7657
0.0785,0.9273,37.5715,0.1504,326.8135,350.2502,304.9451,22.6526
0.0786,0.9271,37.8315,0.1461,368.3834,394.0176,344.4169,24.8004
0.0788,0.9270,38.0154,0.2393,400.9406,447.6416,359.1117,44.2649
0.0788,0.9270,38.0942,0.1801,415.7574,451.7143,382.6628,34.5257
0.0790,0.9268,37.5988,0.5033,330.9482,417.2800,262.4777,77.4012
0.0791,0.9267,37.7843,0.2382,360.4624,402.2535,323.0131,39.6202
0.0793,0.9265,37.5300,0.1472,320.6269,343.1179,299.6102,21.7539
0.0799,0.9260,37.6003,0.1578,331.1769,356.1402,307.9633,24.0884
0.0801,0.9258,37.6668,0.1193,341.4759,360.7595,323.2230,18.7683
0.0817,0.9245,37.7215,0.2196,350.1870,387.4624,316.4976,35.4824
0.0825,0.9238,37.8192,0.2176,366.3026,404.9125,331.3743,36.7691
0.0828,0.9235,37.6774,0.2656,343.1468,387.7998,303.6354,42.0822
0.0831,0.9233,37.9939,0.1951,396.9904,434.3138,362.8745,35.7197
0.0841,0.9224,37.9686,0.2216,392.3919,434.5490,354.3245,40.1123
0.0857,0.9210,37.8406,0.1286,369.9304,392.4936,348.6642,21.9147
0.0870,0.9199,37.8484,0.2168,371.2616,410.2438,335.9835,37.1301
0.0887,0.9185,37.7772,0.2532,359.2858,403.7162,319.7450,41.9856
0.0904,0.9171,37.9202,0.2170,383.7426,424.0802,347.2418,38.4192
0.0909,0.9167,38.0269,0.1676,403.0696,435.4022,373.1379,31.1321
0.0921,0.9157,38.1602,0.2663,428.5880,484.5161,379.1157,52.7002
0.0929,0.9150,38.2226,0.4933,441.0827,553.5777,351.4483,101.0647
0.0995,0.9095,38.4377,0.1947,487.0124,532.6999,445.2433,43.7283
0.1017,0.9077,38.2982,0.1656,456.7095,492.8916,423.1834,34.8541
0.1022,0.9073,38.4085,0.1874,480.5073,523.8204,440.7757,41.5224
0.1025,0.9071,38.2511,0.1996,446.9099,489.9261,407.6706,41.1278
0.1029,0.9067,38.1815,0.1863,432.8127,471.5742,397.2373,37.1684
0.1036,0.9061,38.3338,0.1264,464.2586,492.0803,438.0100,27.0352
0.1037,0.9060,38.2079,0.1965,438.1068,479.5912,400.2108,39.6902
0.1051,0.9049,38.4295,0.2362,485.1768,540.9244,435.1745,52.8750
0.1066,0.9037,38.2611,0.1955,448.9728,491.2781,410.3105,40.4838
0.1071,0.9033,38.4624,0.1511,492.5837,528.0857,459.4683,34.3087
0.1071,0.9033,38.4295,0.2105,485.1768,534.5560,440.3589,47.0985
0.1071,0.9032,38.7801,0.4685,570.1905,707.5029,459.5278,123.9875
0.1077,0.9027,38.4984,0.1801,500.8181,544.1164,460.9653,41.5756
0.1079,0.9026,38.4017,0.1871,479.0049,522.1095,439.4590,41.3252
0.1091,0.9016,38.4016,0.1332,478.9829,509.2800,450.4882,29.3959
0.1100,0.9009,38.5701,0.1797,517.6307,562.3002,476.5098,42.8952
0.1126,0.8988,38.6214,0.1632,530.0050,571.3736,491.6316,39.8710
0.1139,0.8978,38.3876,0.1949,475.9047,520.6005,435.0462,42.7772
0.1165,0.8957,38.5408,0.1599,510.6931,549.7173,474.4392,37.6390
0.1165,0.8956,38.6302,0.1857,532.1573,579.6801,488.5304,45.5749
0.1176,0.8948,38.5727,0.2396,518.2508,578.7180,464.1015,57.3082
0.1179,0.8945,38.6088,0.2144,526.9386,581.6260,477.3932,52.1164
0.1182,0.8943,38.4157,0.1271,482.1032,511.1538,454.7036,28.2251
0.1190,0.8936,38.5629,0.2124,515.9172,568.9265,467.8469,50.5398
0.1201,0.8927,38.5958,0.2002,523.7934,574.3796,477.6623,48.3586
0.1206,0.8924,38.7926,0.2523,573.4823,644.1268,510.5856,66.7706
0.1209,0.8922,38.6348,0.3026,533.2858,613.0352,463.9109,74.5621
0.1221,0.8912,38.5945,0.1579,523.4799,562.9671,486.7624,38.1024
0.1223,0.8910,38.6119,0.2311,527.6914,586.9599,474.4076,56.2761
0.1228,0.8906,38.6853,0.1446,545.8333,583.4139,510.6734,36.3703
0.1232,0.8903,38.5967,0.2746,524.0105,594.6593,461.7552,66.4520
0.1236,0.8900,38.6164,0.1622,528.7861,569.7871,490.7354,39.5258
0.1238,0.8899,38.8009,0.3334,575.6785,671.2022,493.7494,88.7264
0.1238,0.8898,38.8242,0.1503,581.8888,623.5981,542.9692,40.3145
0.1239,0.8897,38.6504,0.1458,537.1307,574.4330,502.2508,36.0911
0.1241,0.8896,38.8350,0.2215,584.7901,647.5990,528.0728,59.7631
0.1247,0.8891,38.7616,0.1259,565.3534,599.0927,533.5142,32.7892
0.1256,0.8884,39.1417,0.2989,673.5037,772.9098,586.8826,93.0136
0.1262,0.8879,38.4956,0.2933,500.1727,572.5186,436.9688,67.7749
0.1271,0.8873,38.8125,0.2597,578.7620,652.2826,513.5281,69.3773
0.1271,0.8872,38.6849,0.2809,545.7327,621.0932,479.5161,70.7886
0.1272,0.8872,38.7429,0.1595,560.5057,603.2282,520.8089,41.2096
0.1273,0.8871,38.7841,0.1769,571.2418,619.7301,526.5473,46.5914
0.1292,0.8856,38.7547,0.1510,563.5598,604.1375,525.7075,39.2150
0.1292,0.8856,38.8403,0.2128,586.2191,646.5751,531.4972,57.5390
0.1295,0.8853,38.8330,0.2504,584.2517,655.6747,520.6089,67.5329
0.1296,0.8853,38.8429,0.1427,586.9215,626.8009,549.5793,38.6108
0.1317,0.8836,38.8020,0.1346,575.9702,612.7950,541.3583,35.7183
0.1328,0.8828,38.7841,0.1222,571.2418,604.3039,539.9886,32.1576
0.1337,0.8821,38.8266,0.2837,582.5323,663.8403,511.1830,76.3286
0.1337,0.8821,38.8434,0.1577,587.0566,631.2759,545.9348,42.6705
0.1348,0.8812,39.2366,0.1994,703.5906,771.2433,641.8722,64.6855
0.1354,0.8808,39.0775,0.3133,653.8829,755.3809,566.0229,94.6790
0.1361,0.8802,38.9771,0.2066,624.3383,686.6658,567.6682,59.4988
0.1366,0.8798,38.8475,0.1956,588.1661,643.5967,537.5096,53.0436
0.1370,0.8795,39.0095,0.2243,633.7238,702.6826,571.5323,65.5751
0.1371,0.8794,38.9616,0.2591,619.8977,698.4691,550.1648,74.1522
0.1375,0.8792,39.3511,0.2304,741.6859,824.7042,667.0245,78.8398
0.1382,0.8786,38.8857,0.1285,598.6045,635.0916,564.2137,35.4390
0.1383,0.8785,38.9503,0.1597,616.6802,663.7553,572.9438,45.4058
0.1384,0.8784,39.0229,0.1243,637.6465,675.1962,602.1851,36.5056
0.1385,0.8783,39.0401,0.3191,642.7173,744.4522,554.8853,94.7834
0.1388,0.8782,38.9999,0.1760,630.9283,684.2021,581.8025,51.1998
0.1388,0.8781,39.0467,0.1307,644.6738,684.6812,607.0041,38.8386
0.1396,0.8775,39.0213,0.1458,637.1769,681.4177,595.8084,42.8047
0.1408,0.8766,39.1775,0.1840,684.6995,745.2531,629.0660,58.0936
0.1410,0.8764,39.2835,0.2035,718.9522,789.5921,654.6320,67.4801
0.1412,0.8762,39.0407,0.2124,642.8949,708.9666,582.9807,62.9930
0.1413,0.8762,39.1237,0.2609,667.9439,753.2043,592.3347,80.4348
0.1433,0.8747,39.0470,0.1606,644.7628,694.2572,598.7970,47.7301
0.1435,0.8745,39.5154,0.3707,799.9816,948.8772,674.4504,137.2134
0.1436,0.8744,39.1135,0.1295,664.8138,705.6654,626.3271,39.6691
0.1440,0.8741,39.0756,0.1706,653.3110,706.7060,603.9503,51.3779
0.1442,0.8740,39.0160,0.2410,635.6236,710.2185,568.8634,70.6776
0.1454,0.8730,39.1518,0.2102,676.6436,745.4055,614.2249,65.5903
0.1464,0.8723,39.1857,0.2074,687.2900,756.1738,624.6811,65.7463
0.1465,0.8722,39.1580,0.1876,678.5784,739.8022,622.4212,58.6905
0.1474,0.8716,39.0154,0.1975,635.4480,695.9515,580.2044,57.8736
0.1475,0.8715,38.9672,0.1718,621.4984,672.6677,574.2214,49.2232
0.1477,0.8713,39.1340,0.1888,671.1197,732.0774,615.2378,58.4198
0.1478,0.8712,39.1610,0.1702,679.5165,734.9121,628.2964,53.3078
0.1480,0.8711,39.2285,0.1850,700.9709,763.3031,643.7289,59.7871
0.1481,0.8710,39.0382,0.1579,642.1552,690.5994,597.1093,46.7451
0.1483,0.8708,39.0239,0.1427,637.9402,681.2658,597.3700,41.9479
0.1490,0.8703,39.1606,0.1749,679.3913,736.3902,626.8043,54.7929
0.1494,0.8700,39.1104,0.1752,663.8653,719.6531,612.4023,53.6254
0.1505,0.8692,39.1058,0.1700,662.4605,716.4198,612.5653,51.9273
0.1508,0.8689,39.1687,0.1341,681.9303,725.3770,641.0859,42.1456
0.1520,0.8681,39.0477,0.1588,644.9707,693.8951,599.4959,47.1996
0.1529,0.8674,39.3239,0.1732,732.4534,793.2674,676.3016,58.4829
0.1532,0.8672,39.2175,0.1278,697.4290,739.6918,657.5809,41.0554
0.1534,0.8670,39.0991,0.1599,660.4197,710.8952,613.5280,48.6836
0.1534,0.8670,39.2564,0.1794,710.0354,771.1779,653.7405,58.7187
0.1536,0.8669,39.3639,0.1755,746.0707,808.8604,688.1552,60.3526
0.1551,0.8657,39.2076,0.1679,694.2566,750.0603,642.6046,53.7279
0.1553,0.8656,39.2780,0.1578,717.1335,771.2028,666.8550,52.1739
0.1554,0.8655,39.3994,0.1759,758.3680,822.3403,699.3723,61.4840
0.1560,0.8650,38.9704,0.1792,622.4149,675.9597,573.1116,51.4240
0.1567,0.8645,39.2087,0.2103,694.6084,765.2399,630.4961,67.3719
0.1586,0.8631,39.0794,0.1637,654.4553,705.7047,606.9278,49.3885
0.1592,0.8627,39.4267,0.2837,767.9625,875.1393,673.9114,100.6140
0.1593,0.8626,38.9503,0.1439,616.6802,658.9353,577.1347,40.9003
0.1595,0.8625,39.0908,0.1430,657.9002,702.6985,615.9579,43.3703
0.1600,0.8620,39.0428,0.2706,643.5170,728.9363,568.1073,80.4145
0.1601,0.8620,39.2286,0.1677,701.0032,757.2914,648.8988,54.1963
0.1605,0.8617,39.2057,0.2171,693.6494,766.5678,627.6672,69.4503
0.1606,0.8616,39.4242,0.2604,767.0788,864.7927,680.4058,92.1934
0.1608,0.8615,39.2162,0.2093,697.0116,767.5276,632.9742,67.2767
0.1612,0.8612,39.3106,0.2463,727.9809,815.4257,649.9136,82.7561
0.1624,0.8603,39.3252,0.2241,732.8920,812.5551,661.0392,75.7579
0.1638,0.8593,39.2807,0.2010,718.0257,787.6615,654.5463,66.5576
0.1645,0.8588,39.2634,0.1993,712.3280,780.8072,649.8546,65.4763
0.1647,0.8586,39.3293,0.1395,734.2771,782.9795,688.6041,47.1877
0.1650,0.8584,39.3182,0.1509,730.5333,783.1115,681.4852,50.8132
0.1660,0.8576,39.4938,0.2419,792.0635,885.3957,708.5697,88.4130
0.1661,0.8576,39.1817,0.1935,686.0251,749.9619,627.5391,61.2114
0.1683,0.8560,39.2757,0.1658,716.3743,773.2238,663.7046,54.7596
0.1692,0.8553,39.5155,0.1829,800.0184,870.3105,735.4037,67.4534
0.1697,0.8549,39.6721,0.2749,859.8447,975.8867,757.6011,109.1428
0.1704,0.8544,39.4742,0.1327,784.9464,834.4048,738.4196,47.9926
0.1712,0.8538,39.5424,0.2755,809.9906,919.5607,713.4764,103.0422
0.1717,0.8535,39.4603,0.2147,779.9379,860.9997,706.5079,77.2459
0.1726,0.8528,39.5021,0.1774,795.0968,862.7834,732.7203,65.0316
0.1727,0.8527,39.2676,0.1523,713.7071,765.5769,665.3516,50.1126
0.1730,0.8525,39.7263,0.2526,881.5765,990.3156,784.7772,102.7692
0.1733,0.8523,39.3871,0.1318,754.0845,801.2901,709.6598,45.8152
0.1737,0.8520,39.5403,0.1832,809.2077,880.4324,743.7449,68.3437
0.1738,0.8519,39.3493,0.1515,741.0713,794.6213,691.1301,51.7456
0.1739,0.8518,39.5986,0.3185,831.2277,962.5551,717.8181,122.3685
0.1742,0.8517,39.5734,0.1371,821.6370,875.1966,771.3552,51.9207
0.1742,0.8516,39.3317,0.1543,735.0891,789.2268,684.6651,52.2808
0.1744,0.8515,39.5053,0.1840,796.2694,866.6709,731.5867,67.5421
0.1744,0.8515,39.5546,0.2310,814.5542,905.9721,732.3610,86.8055
0.1744,0.8515,39.4849,0.1626,788.8238,850.1763,731.8987,59.1388
0.1750,0.8511,39.7434,0.1820,888.5462,966.2351,817.1037,74.5657
0.1767,0.8499,39.5164,0.1355,800.3501,851.8701,751.9459,49.9621
0.1771,0.8495,39.5095,0.1756,797.8110,865.0169,735.8265,64.5952
0.1774,0.8494,39.4771,0.1383,785.9954,837.6697,737.5088,50.0804
0.1779,0.8490,39.3394,0.2574,737.7004,830.5217,655.2530,87.6344
0.1779,0.8490,39.6477,0.1315,850.2370,903.3358,800.2594,51.5382
0.1785,0.8485,39.9669,0.2079,984.8725,1083.8091,894.9674,94.4209
0.1790,0.8482,39.6410,0.1573,847.6177,911.3135,788.3738,61.4698
0.1791,0.8481,39.7672,0.2015,898.3385,985.6747,818.7407,83.4670
0.1793,0.8480,39.5355,0.2298,807.4209,897.5644,726.3307,85.6168
0.1795,0.8478,39.5509,0.2806,813.1675,925.3265,714.6033,105.3616
0.1797,0.8477,39.5519,0.1746,813.5420,881.6715,750.6772,65.4972
0.1798,0.8476,39.5962,0.2089,830.3095,914.1675,754.1439,80.0118
0.1800,0.8474,39.9979,0.2681,999.0334,1130.3064,883.0063,123.6501
0.1805,0.8471,39.3688,0.1376,747.7562,796.6802,701.8366,47.4218
0.1807,0.8469,39.5035,0.1337,795.6096,846.1532,748.0851,49.0341
0.1808,0.8469,39.7166,0.1792,877.6473,953.1288,808.1433,72.4927
0.1808,0.8469,39.6391,0.1340,846.8763,900.7756,796.2022,52.2867
0.1809,0.8468,39.6151,0.2462,837.5679,938.1265,747.7882,95.1692
0.1809,0.8468,39.6213,0.2080,839.9627,924.3963,763.2412,80.5776
0.1813,0.8466,39.6585,0.2260,854.4763,948.1831,770.0303,89.0764
0.1814,0.8465,39.4868,0.1341,789.5143,839.7914,742.2473,48.7721
0.1815,0.8464,39.3953,0.2352,756.9375,843.5189,679.2430,82.1379
0.1822,0.8459,39.5863,0.2011,826.5326,906.7183,753.4381,76.6401
0.1823,0.8458,39.5259,0.1499,803.8592,861.2944,750.2541,55.5201
0.1823,0.8458,39.6885,0.1524,866.3632,929.3682,807.6295,60.8693
0.1825,0.8457,39.7821,0.1773,904.5238,981.4853,833.5971,73.9441
0.1836,0.8449,39.5995,0.2942,831.5723,952.2220,726.2093,113.0063
0.1838,0.8448,39.6800,0.1516,862.9785,925.3661,804.7971,60.2845
0.1839,0.8447,39.7520,0.1974,892.0722,976.9807,814.5430,81.2189
0.1840,0.8446,39.7960,0.2184,910.3324,1006.6428,823.2365,91.7032
0.1846,0.8442,39.9384,0.2825,972.0307,1107.0647,853.4675,126.7986
0.1846,0.8442,39.7891,0.1427,907.4443,969.0612,849.7454,59.6579
0.1848,0.8440,39.6548,0.2768,853.0215,969.0005,750.9240,109.0382
0.1849,0.8439,39.6130,0.1349,836.7582,890.3747,786.3705,52.0021
0.1851,0.8438,39.7435,0.1593,888.5871,956.2358,825.7242,65.2558
0.1852,0.8438,39.6347,0.1604,845.1621,909.9724,784.9677,62.5023
0.1852,0.8437,39.5427,0.1722,810.1026,876.9560,748.3456,64.3052
0.1853,0.8437,39.7882,0.1394,907.0683,967.1896,850.6843,58.2526
0.1867,0.8427,39.7559,0.1445,893.6758,955.1720,836.1388,59.5166
0.1873,0.8423,39.7694,0.1367,899.2491,957.6835,844.3801,56.6517
0.1881,0.8417,39.7451,0.1915,889.2421,971.2106,814.1916,78.5095
0.1891,0.8410,39.4384,0.1496,772.1115,827.1689,720.7187,53.2251
0.1891,0.8410,39.8089,0.2563,915.7565,1030.4663,813.8160,108.3252
0.1893,0.8408,39.9359,0.2290,970.9123,1078.8737,873.7544,102.5596
0.1893,0.8408,40.1408,0.2005,1066.9891,1170.2121,972.8713,98.6704
0.1895,0.8407,39.7413,0.2092,887.6873,977.4609,806.1588,85.6511
0.1895,0.8407,39.7624,0.2386,896.3549,1000.4818,803.0652,98.7083
0.1900,0.8404,39.7286,0.2247,882.5107,978.7347,795.7470,91.4939
0.1903,0.8402,39.8807,0.1580,946.5422,1017.9771,880.1202,68.9284
0.1904,0.8400,39.6892,0.2950,866.6425,992.7374,756.5639,118.0868
0.1904,0.8400,39.9182,0.1548,963.0304,1034.2087,896.7509,68.7289
0.1941,0.8374,39.7983,0.2189,911.2971,1007.9324,823.9267,92.0028
0.1943,0.8373,39.8787,0.2220,945.6708,1047.4671,853.7675,96.8498
0.1955,0.8365,40.1343,0.4040,1063.8000,1281.3005,883.2202,199.0401
0.1955,0.8364,39.7111,0.1566,875.4271,940.8999,814.5103,63.1948
0.1956,0.8364,39.9082,0.1959,958.6057,1049.1239,875.8973,86.6133
0.1957,0.8363,39.9580,0.2123,980.8441,1081.5958,889.4776,96.0591
0.1962,0.8360,39.7288,0.1248,882.5920,934.8080,833.2927,50.7576
0.1962,0.8360,39.7747,0.1580,901.4466,969.4656,838.1999,65.6329
0.1963,0.8359,39.8397,0.2547,928.8381,1044.4080,826.0566,109.1757
0.1964,0.8359,39.8927,0.2934,951.7875,1089.4919,831.4880,129.0019
0.1973,0.8352,39.8018,0.1416,912.7671,974.2625,855.1533,59.5546
0.1974,0.8351,39.6932,0.1309,868.2404,922.1777,817.4579,52.3599
0.1978,0.8348,39.4920,0.1892,791.4072,863.4440,725.3804,69.0318
0.1982,0.8346,39.7561,0.1825,893.7581,972.1400,821.6961,75.2220
0.1983,0.8345,39.8879,0.1744,949.6859,1029.1100,876.3916,76.3592
0.1986,0.8343,40.3246,0.2386,1161.2347,1296.1027,1040.4006,127.8510
0.1988,0.8342,39.8881,0.2115,949.7734,1046.9294,861.6335,92.6479
0.1988,0.8342,39.8890,0.1745,950.1671,1029.6755,876.7981,76.4387
0.1991,0.8340,40.0216,0.2176,1009.9968,1116.4714,913.6764,101.3975
0.1995,0.8337,39.8511,0.2542,933.7272,1049.7005,830.5669,109.5668
0.1996,0.8336,39.6764,0.2462,861.5490,964.9633,769.2176,97.8729
0.1997,0.8335,39.8965,0.1716,953.4546,1031.8344,881.0286,75.4029
0.2008,0.8328,39.6837,0.1950,864.4502,945.6604,790.2141,77.7231
0.2008,0.8328,39.9838,0.2530,992.5674,1115.1960,883.4232,115.8864
0.2009,0.8327,39.7672,0.3161,898.3385,1039.1193,776.6308,131.2442
0.2013,0.8324,39.8575,0.2170,936.4832,1034.8814,847.4409,93.7203
0.2023,0.8317,39.6184,0.1981,838.8417,918.9773,765.6939,76.6417
0.2025,0.8316,39.9949,0.1597,997.6541,1073.7931,926.9139,73.4396
0.2028,0.8314,39.8373,0.1850,927.8120,1010.3062,852.0538,79.1262
0.2032,0.8311,39.9658,0.1466,984.3737,1053.1378,920.0995,66.5191
0.2033,0.8311,39.8822,0.1668,947.1963,1022.8431,877.1442,72.8494
0.2033,0.8310,39.9277,0.1738,967.2528,1047.8516,892.8535,77.4991
0.2033,0.8310,39.9335,0.2161,969.8398,1071.3353,877.9597,96.6878
0.2038,0.8307,39.9041,0.1715,956.7974,1035.4192,884.1456,75.6368
0.2047,0.8301,39.8809,0.1600,946.6294,1019.0193,879.3821,69.8186
0.2048,0.8300,39.8427,0.2023,930.1222,1020.9498,847.3749,86.7875
0.2052,0.8297,40.1661,0.2277,1079.4934,1198.8443,972.0245,113.4099
0.2056,0.8294,39.8126,0.1749,917.3182,994.2802,846.3134,73.9834
0.2069,0.8286,39.9225,0.2798,964.9393,1097.6559,848.2694,124.6932
0.2075,0.8282,40.3160,0.3337,1156.6448,1348.7554,991.8975,178.4290
0.2075,0.8282,40.0725,0.1490,1033.9511,1107.3742,965.3962,70.9890
0.2084,0.8275,39.7299,0.2722,883.0392,1000.9593,779.0110,110.9741
0.2086,0.8274,39.8758,0.1468,944.4087,1010.4518,882.6823,63.8848
0.2087,0.8273,40.1034,0.2395,1048.7694,1171.0666,939.2439,115.9113
0.2087,0.8273,39.8639,0.1977,939.2474,1028.7722,857.5132,85.6295
0.2088,0.8273,39.8798,0.1597,946.1500,1018.3334,879.0832,69.6251
0.2095,0.8268,39.8413,0.2621,929.5227,1048.7877,823.8201,112.4838
0.2102,0.8263,40.1479,0.1489,1070.4836,1146.4507,999.5502,73.4503
0.2104,0.8262,39.4543,0.1860,777.7858,847.3570,713.9267,66.7151
0.2108,0.8259,39.9632,0.2230,983.1958,1089.5406,887.2308,101.1549
0.2110,0.8258,39.8060,0.1557,914.5343,982.5250,851.2486,65.6382
0.2111,0.8257,39.9552,0.1633,979.5802,1056.0702,908.6303,73.7200
0.2113,0.8255,40.1415,0.2661,1067.3332,1206.4902,944.2265,131.1318
0.2117,0.8253,39.9676,0.2305,985.1900,1095.5182,885.9728,104.7727
0.2120,0.8251,39.9136,0.1945,960.9925,1051.0409,878.6591,86.1909
0.2123,0.8249,39.9374,0.2437,971.5832,1086.9891,868.4300,109.2796
0.2135,0.8241,40.0218,0.1653,1010.0898,1089.9737,936.0607,76.9565
0.2137,0.8240,40.0084,0.1903,1003.8758,1095.8371,919.6318,88.1026
0.2140,0.8237,39.8874,0.1975,949.4673,1039.8665,866.9267,86.4699
0.2144,0.8235,40.0179,0.2989,1008.2773,1157.0731,878.6162,139.2285
0.2151,0.8230,39.8825,0.4779,947.3272,1180.5310,760.1908,210.1701
0.2152,0.8229,40.4641,0.2294,1238.2833,1376.2775,1114.1252,131.0761
0.2158,0.8225,40.2253,0.2587,1109.3281,1249.6926,984.7292,132.4817
0.2165,0.8220,39.8253,0.1415,922.6989,984.8430,864.4761,60.1834
0.2169,0.8218,40.0672,0.1904,1031.4306,1125.9440,944.8507,90.5466
0.2169,0.8217,40.0932,0.1853,1043.8546,1136.8422,958.4728,89.1847
0.2174,0.8214,40.1395,0.2696,1066.3506,1207.3195,941.8415,132.7390
0.2179,0.8211,39.9942,0.1748,997.3326,1080.9545,920.1796,80.3874
0.2185,0.8207,40.2216,0.2044,1107.4395,1216.7557,1007.9445,104.4056
0.2188,0.8205,40.1416,0.2476,1067.3823,1196.2975,952.3592,121.9691
0.2190,0.8204,40.1925,0.2407,1092.6976,1220.8036,978.0346,121.3845
0.2190,0.8204,40.1292,0.2188,1061.3045,1173.8278,959.5677,107.1301
0.2190,0.8204,40.0296,0.1308,1013.7246,1076.6710,954.4584,61.1063
0.2194,0.8201,40.0048,0.2090,1002.2129,1103.4493,910.2645,96.5924
0.2195,0.8200,40.1098,0.1600,1051.8650,1132.3122,977.1333,77.5895
0.2197,0.8199,40.0616,0.1243,1028.7740,1089.3910,971.5300,58.9305
0.2198,0.8198,40.0882,0.1734,1041.4538,1128.0158,961.5343,83.2408
0.2199,0.8197,40.2387,0.2202,1116.1948,1235.3187,1008.5583,113.3802
0.2202,0.8196,39.9228,0.2429,965.0726,1079.3175,862.9205,108.1985
0.2207,0.8192,40.1876,0.2253,1090.2347,1209.4135,982.8001,113.3067
0.2208,0.8191,40.0798,0.2668,1037.4329,1173.0707,917.4783,127.7962
0.2213,0.8188,40.0441,0.1433,1020.5164,1090.1112,955.3647,67.3732
0.2213,0.8188,40.0588,0.2048,1027.4484,1129.0449,934.9939,97.0255
0.2215,0.8187,40.1937,0.1662,1093.3016,1180.2456,1012.7625,83.7416
0.2230,0.8177,40.3257,0.2812,1161.8231,1322.4699,1020.6908,150.8896
0.2235,0.8173,40.1511,0.1673,1072.0622,1157.9121,992.5774,82.6673
0.2239,0.8171,40.0162,0.1728,1007.4883,1090.9469,930.4144,80.2663
0.2245,0.8167,40.1293,0.1972,1061.3534,1162.2565,969.2103,96.5231
0.2245,0.8167,39.9449,0.2458,974.9447,1091.7797,870.6127,110.5835
0.2249,0.8164,40.1126,0.1606,1053.2222,1134.0787,978.1305,77.9741
0.2254,0.8160,40.1491,0.1740,1071.0753,1160.4515,988.5827,85.9344
0.2254,0.8160,40.1329,0.1889,1063.1144,1159.7506,974.5304,92.6101
