zHD,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR_DIAG,D_L,D_L MAX,D_L MIN,SD
0.0227,0.9778,34.6849,0.3583,86.4928,102.0105,73.3356,14.3375
0.0230,0.9776,35.2685,0.3049,113.1618,130.2191,98.3389,15.9401
0.0230,0.9776,34.8584,0.2013,93.6871,102.7860,85.3937,8.6961
0.0230,0.9775,34.9992,0.2674,99.9632,113.0612,88.3826,12.3393
0.0230,0.9775,34.9712,0.2373,98.6825,110.0771,88.4674,10.8048
0.0230,0.9775,34.9850,0.1907,99.3116,108.4296,90.9603,8.7347
0.0231,0.9775,34.7666,0.3403,89.8090,105.0480,76.7808,14.1336
0.0231,0.9774,35.0225,0.2712,101.0416,114.4838,89.1776,12.6531
0.0232,0.9774,34.8830,0.2750,94.7545,107.5459,83.4845,12.0307
0.0232,0.9773,34.9168,0.1785,96.2410,104.4876,88.6452,7.9212
0.0233,0.9773,35.0537,0.2297,102.5038,113.9411,92.2146,10.8633
0.0233,0.9772,34.6478,0.2670,85.0276,96.1507,75.1913,10.4797
0.0233,0.9772,34.4301,0.2794,76.9166,87.4792,67.6294,9.9249
0.0234,0.9771,34.9851,0.2826,99.3162,113.1191,87.1975,12.9608
0.0234,0.9771,35.0081,0.2217,100.3737,111.1625,90.6320,10.2653
0.0234,0.9771,34.9783,0.2254,99.0057,109.8350,89.2441,10.2954
0.0234,0.9771,34.8582,0.2603,93.6785,105.6075,83.0970,11.2552
0.0234,0.9771,34.8582,0.1706,93.6785,101.3368,86.5990,7.3689
0.0234,0.9771,34.8331,0.2638,92.6019,104.5621,82.0098,11.2761
0.0235,0.9770,34.8391,0.2159,92.8581,102.5642,84.0706,9.2468
0.0235,0.9770,34.9998,0.2177,99.9908,110.5360,90.4516,10.0422
0.0236,0.9770,35.0406,0.2066,101.8873,112.0558,92.6415,9.7072
0.0236,0.9770,34.9509,0.2591,97.7642,110.1554,86.7670,11.6942
0.0236,0.9770,34.5715,0.2617,82.0918,92.6081,72.7697,9.9192
0.0237,0.9769,34.9543,0.2740,97.9174,111.0882,86.3082,12.3900
0.0237,0.9769,34.9430,0.2098,97.4092,107.2902,88.4382,9.4260
0.0239,0.9767,34.9949,0.1808,99.7654,108.4277,91.7952,8.3163
0.0239,0.9767,34.8890,0.4037,95.0167,114.4299,78.8970,17.7664
0.0239,0.9767,34.9940,0.2774,99.7241,113.3122,87.7654,12.7734
0.0239,0.9766,34.8993,0.1903,95.4685,104.2140,87.4568,8.3786
0.0240,0.9766,35.1018,0.1950,104.7997,114.6470,95.7982,9.4244
0.0241,0.9765,35.1049,0.3103,104.9494,121.0726,90.9733,15.0497
0.0241,0.9765,34.4711,0.3985,78.3827,94.1706,65.2416,14.4645
0.0241,0.9764,34.8782,0.2241,94.5453,104.8222,85.2760,9.7731
0.0242,0.9764,34.9421,0.2083,97.3688,107.1710,88.4632,9.3539
0.0242,0.9764,35.0840,0.1836,103.9441,113.1126,95.5188,8.7969
0.0243,0.9763,35.1803,0.2323,108.6576,120.9234,97.6360,11.6437
0.0243,0.9763,35.0771,0.1954,103.6144,113.3713,94.6971,9.3371
0.0243,0.9763,34.9871,0.1841,99.4077,108.2055,91.3252,8.4402
0.0243,0.9763,34.9530,0.1981,97.8588,107.2044,89.3279,8.9383
0.0243,0.9763,35.2317,0.2352,111.2602,123.9884,99.8387,12.0748
0.0243,0.9762,35.0102,0.2019,100.4708,110.2629,91.5483,9.3573
0.0245,0.9761,35.0080,0.1620,100.3691,108.1441,93.1530,7.4956
0.0245,0.9761,35.0746,0.2100,103.4952,114.0015,93.9571,10.0222
0.0245,0.9761,34.9493,0.1709,97.6922,105.6901,90.2996,7.6952
0.0246,0.9760,35.1784,0.1891,108.5625,118.4411,99.5079,9.4666
0.0246,0.9760,35.1061,0.2356,105.0074,117.0392,94.2126,11.4133
0.0246,0.9760,35.0521,0.2313,102.4283,113.9389,92.0805,10.9292
0.0246,0.9760,34.8898,0.2340,95.0517,105.8655,85.3425,10.2615
0.0246,0.9760,34.9528,0.2138,97.8498,107.9740,88.6750,9.6495
0.0246,0.9760,34.8070,0.1825,91.4956,99.5158,84.1217,7.6970
0.0247,0.9759,34.8112,0.3176,91.6727,106.1107,79.1992,13.4557
0.0249,0.9757,35.0862,0.2405,104.0495,116.2383,93.1388,11.5498
0.0249,0.9757,35.1973,0.2285,109.5116,121.6630,98.5738,11.5446
0.0251,0.9755,35.2152,0.2685,110.4180,124.9526,97.5741,13.6893
0.0251,0.9755,34.8369,0.2880,92.7641,105.9225,81.2403,12.3411
0.0251,0.9755,34.8482,0.1819,93.2481,101.3966,85.7544,7.8211
0.0251,0.9755,35.0790,0.2060,103.7051,114.0248,94.3194,9.8527
0.0251,0.9755,35.0090,0.1769,100.4153,108.9376,92.5598,8.1889
0.0251,0.9755,35.0276,0.1902,101.2791,110.5502,92.7856,8.8823
0.0251,0.9755,34.4583,0.3333,77.9220,90.8475,66.8355,12.0060
0.0252,0.9754,34.9117,0.3065,96.0152,110.5699,83.3764,13.5967
0.0252,0.9754,35.1989,0.2383,109.5923,122.3027,98.2028,12.0500
0.0252,0.9754,35.2277,0.2044,111.0555,122.0154,101.0800,10.4677
0.0252,0.9754,35.1139,0.1553,105.3853,113.1988,98.1111,7.5439
0.0252,0.9754,35.1145,0.1748,105.4144,114.2523,97.2602,8.4961
0.0252,0.9754,34.9842,0.1853,99.2750,108.1177,91.1556,8.4811
0.0253,0.9754,34.9441,0.2407,97.4586,108.8841,87.2319,10.8261
0.0253,0.9754,34.9063,0.2691,95.7767,108.4110,84.6149,11.8980
0.0253,0.9753,35.1882,0.1767,109.0536,118.2988,100.5310,8.8839
0.0253,0.9753,35.1974,0.1859,109.5166,119.3074,100.5293,9.3891
0.0256,0.9751,35.1828,0.2337,108.7827,121.1448,97.6821,11.7313
0.0256,0.9751,35.0621,0.1902,102.9011,112.3196,94.2724,9.0236
0.0259,0.9748,34.7664,0.3447,89.8008,105.2491,76.6199,14.3146
0.0259,0.9747,35.1181,0.2002,105.5893,115.7860,96.2906,9.7477
0.0260,0.9747,35.4014,0.2005,120.3040,131.9405,109.6937,11.1234
0.0260,0.9747,35.2931,0.1795,114.4511,124.3166,105.3685,9.4740
0.0260,0.9747,35.1081,0.1982,105.1042,115.1512,95.9338,9.6087
0.0260,0.9747,34.8350,0.3483,92.6830,108.8085,78.9473,14.9306
0.0260,0.9747,35.3111,0.1787,115.4038,125.3043,106.2855,9.5094
0.0263,0.9744,35.2855,0.2889,114.0512,130.2812,99.8431,15.2190
0.0263,0.9744,35.3429,0.3232,117.1062,135.9021,100.9099,17.4961
0.0263,0.9744,35.0223,0.3723,101.0322,119.9304,85.1120,17.4092
0.0267,0.9740,35.3080,0.1796,115.2391,125.1749,106.0920,9.5415
0.0269,0.9738,35.2688,0.1834,113.1775,123.1501,104.0125,9.5688
0.0269,0.9738,35.2892,0.2059,114.2457,125.6078,103.9114,10.8482
0.0270,0.9738,35.1184,0.1814,105.6039,114.8031,97.1418,8.8307
0.0271,0.9736,35.2513,0.1868,112.2690,122.3523,103.0168,9.6677
0.0271,0.9736,35.3224,0.2161,116.0059,128.1420,105.0192,11.5614
0.0273,0.9734,35.2892,0.2989,114.2457,131.1056,99.5540,15.7758
0.0273,0.9734,35.2673,0.1724,113.0993,122.4423,104.4693,8.9865
0.0273,0.9734,35.3437,0.2308,117.1494,130.2860,105.3373,12.4744
0.0273,0.9734,35.1118,0.3466,105.2834,123.5032,89.7515,16.8758
0.0273,0.9734,35.2270,0.2616,111.0197,125.2359,98.4172,13.4094
0.0274,0.9734,35.3130,0.2201,115.5048,127.8284,104.3693,11.7296
0.0274,0.9733,35.3042,0.3529,115.0376,135.3351,97.7844,18.7753
0.0274,0.9733,35.5236,0.2253,127.2682,141.1846,114.7236,13.2305
0.0275,0.9733,35.1130,0.1727,105.3416,114.0630,97.2871,8.3880
0.0275,0.9733,35.1538,0.1869,107.3396,116.9853,98.4892,9.2480
0.0275,0.9733,35.1117,0.1703,105.2786,113.8673,97.3377,8.2648
0.0277,0.9730,35.3467,0.2899,117.3113,134.0649,102.6514,15.7067
0.0280,0.9727,35.7258,0.3217,139.6883,161.9943,120.4537,20.7703
0.0281,0.9727,35.1306,0.1848,106.1989,115.6310,97.5362,9.0474
0.0281,0.9727,35.6739,0.2164,136.3892,150.6783,123.4552,13.6115
0.0282,0.9726,35.3613,0.1906,118.1027,128.9394,108.1769,10.3813
0.0282,0.9726,35.3174,0.1734,115.7391,125.3612,106.8555,9.2528
0.0282,0.9726,35.2874,0.2929,114.1511,130.6372,99.7455,15.4459
0.0282,0.9725,35.5061,0.1631,126.2467,136.0939,117.1120,9.4909
0.0282,0.9725,35.5563,0.1602,129.1993,139.0925,120.0097,9.5414
0.0282,0.9725,35.5580,0.1610,129.3004,139.2506,120.0613,9.5946
0.0283,0.9725,35.2665,0.1775,113.0577,122.6900,104.1816,9.2542
0.0284,0.9723,35.3720,0.1603,118.6861,127.7792,110.2402,8.7695
0.0284,0.9723,35.3421,0.1565,117.0631,125.8130,108.9217,8.4456
0.0285,0.9723,35.1049,0.1817,104.9494,114.1108,96.5235,8.7936
0.0285,0.9723,35.4368,0.1803,122.2813,132.8692,112.5371,10.1661
0.0285,0.9723,35.2913,0.1782,114.3563,124.1391,105.3444,9.3974
0.0285,0.9723,35.3590,0.1802,117.9777,128.1884,108.5804,9.8040
0.0285,0.9723,35.1963,0.3666,109.4611,129.5928,92.4569,18.5680
0.0286,0.9722,35.5996,0.2350,131.8014,146.8662,118.2819,14.2922
0.0286,0.9722,35.6596,0.2514,135.4940,152.1236,120.6823,15.7207
0.0287,0.9721,35.3449,0.2114,117.2141,129.1979,106.3419,11.4280
0.0287,0.9721,35.4105,0.2019,120.8092,132.5813,110.0824,11.2495
0.0287,0.9721,34.9487,0.2277,97.6652,108.4650,87.9408,10.2621
0.0289,0.9719,35.2763,0.6551,113.5691,153.5619,83.9917,34.7851
0.0290,0.9718,35.4779,0.2754,124.6178,141.4670,109.7753,15.8458
0.0290,0.9718,35.0558,0.2187,102.6030,113.4730,92.7742,10.3494
0.0291,0.9717,35.5152,0.2508,126.7769,142.2996,112.9474,14.6761
0.0292,0.9717,35.6948,0.1833,137.7083,149.8404,126.5584,11.6410
0.0292,0.9717,35.2391,0.1858,111.6400,121.6143,102.4838,9.5652
0.0292,0.9716,35.6024,0.1700,131.9715,142.7176,122.0345,10.3415
0.0294,0.9715,35.6222,0.3000,133.1803,152.9091,115.9970,18.4560
0.0294,0.9715,35.4720,0.2258,124.2796,137.8958,112.0080,12.9439
0.0294,0.9714,35.2761,0.1809,113.5586,123.4250,104.4809,9.4720
0.0295,0.9714,35.0939,0.2727,104.4191,118.3910,92.0961,13.1475
0.0295,0.9714,35.6079,0.2242,132.3061,146.6988,119.3255,13.6866
0.0295,0.9713,35.3638,0.2837,118.2388,134.7437,103.7556,15.4940
0.0295,0.9713,35.4654,0.1779,123.9025,134.4786,114.1581,10.1602
0.0296,0.9713,35.5064,0.1909,126.2641,137.8666,115.6381,11.1142
0.0297,0.9712,35.2781,0.1941,113.6632,124.2924,103.9431,10.1746
0.0298,0.9711,35.5015,0.1904,125.9795,137.5225,115.4054,11.0585
0.0298,0.9711,35.5116,0.1908,126.5669,138.1903,115.9211,11.1346
0.0299,0.9710,35.4354,0.1853,122.2025,133.0905,112.2052,10.4426
0.0300,0.9709,35.8610,0.1925,148.6620,162.4443,136.0491,13.1976
0.0301,0.9708,35.5195,0.1961,127.0282,139.0329,116.0600,11.4865
0.0301,0.9708,35.4838,0.1993,124.9568,136.9680,113.9989,11.4845
0.0301,0.9708,35.4761,0.2335,124.5145,138.6493,111.8207,13.4143
0.0302,0.9707,35.5185,0.1660,126.9697,137.0574,117.6244,9.7165
0.0303,0.9706,35.5542,0.2163,129.0744,142.5918,116.8383,12.8767
0.0304,0.9705,35.4803,0.1738,124.7556,135.1515,115.1593,9.9961
0.0305,0.9704,35.5345,0.2582,127.9087,144.0621,113.5665,15.2478
0.0306,0.9703,35.3586,0.1645,117.9560,127.2400,109.3494,8.9453
0.0308,0.9702,35.3522,0.3432,117.6088,137.7436,100.4173,18.6631
0.0308,0.9702,35.6084,0.2127,132.3366,145.9534,119.9902,12.9816
0.0308,0.9701,35.4648,0.2787,123.8682,140.8345,108.9459,15.9443
0.0309,0.9701,35.4164,0.1848,121.1379,131.9010,111.2530,10.3240
0.0309,0.9700,35.4926,0.1665,125.4643,135.4613,116.2050,9.6281
0.0310,0.9700,35.6481,0.2067,134.7783,148.2362,122.5422,12.8470
0.0311,0.9699,35.9224,0.3993,152.9255,183.7978,127.2388,28.2795
0.0311,0.9699,35.4060,0.3321,120.5591,140.4830,103.4609,18.5111
0.0311,0.9699,35.3374,0.3753,116.8100,138.8476,98.2701,20.2887
0.0311,0.9698,35.5650,0.1837,129.7179,141.1706,119.1943,10.9882
0.0311,0.9698,35.6700,0.2368,136.1445,151.8333,122.0768,14.8783
0.0311,0.9698,35.5409,0.1849,128.2862,139.6880,117.8151,10.9365
0.0312,0.9698,35.5877,0.1691,131.0811,141.6964,121.2610,10.2177
0.0312,0.9698,35.5304,0.2836,127.6674,145.4777,112.0375,16.7201
0.0312,0.9698,35.6675,0.1745,135.9878,147.3690,125.4856,10.9417
0.0312,0.9697,35.4957,0.1760,125.6435,136.2482,115.8642,10.1920
0.0312,0.9697,35.5793,0.1487,130.5750,139.8286,121.9338,8.9474
0.0312,0.9697,35.4841,0.1538,124.9741,134.1469,116.4285,8.8592
0.0312,0.9697,35.7720,0.2242,142.6921,158.2143,128.6928,14.7607
0.0312,0.9697,35.7428,0.2268,140.7862,156.2834,126.8257,14.7289
0.0312,0.9697,35.7867,0.2167,143.6614,158.7347,130.0194,14.3576
0.0313,0.9696,35.6231,0.3209,133.2355,154.4533,114.9325,19.7604
0.0314,0.9695,35.6461,0.1962,134.6542,147.3882,123.0204,12.1839
0.0314,0.9695,35.5602,0.1856,129.4315,140.9784,118.8304,11.0740
0.0315,0.9695,35.9119,0.2739,152.1879,172.6475,134.1528,19.2473
0.0315,0.9695,35.7017,0.1643,138.1465,149.0040,128.0803,10.4618
0.0315,0.9695,35.7070,0.2206,138.4841,153.2901,125.1083,14.0909
0.0316,0.9693,35.6474,0.1942,134.7349,147.3425,123.2060,12.0682
0.0316,0.9693,35.6847,0.1881,137.0692,149.4704,125.6970,11.8867
0.0317,0.9693,35.7279,0.1781,139.8234,151.7714,128.8161,11.4777
0.0319,0.9691,35.4592,0.2761,123.5492,140.2984,108.7996,15.7494
0.0320,0.9690,35.4896,0.1487,125.2910,134.1699,116.9998,8.5851
0.0324,0.9687,35.6746,0.2021,136.4332,149.7414,124.3077,12.7169
0.0326,0.9685,35.5760,0.1968,130.3767,142.7456,119.0796,11.8330
0.0326,0.9684,35.8562,0.2588,148.3338,167.1097,131.6674,17.7211
0.0326,0.9684,35.8577,0.2946,148.4363,170.0058,129.6033,20.2012
0.0326,0.9684,35.8808,0.1900,150.0237,163.7450,137.4523,13.1463
0.0326,0.9684,35.6656,0.2745,135.8689,154.1789,119.7333,17.2228
0.0326,0.9684,35.9082,0.1982,151.9288,166.4461,138.6776,13.8842
0.0327,0.9683,35.6638,0.1560,135.7563,145.8713,126.3427,9.7643
0.0327,0.9683,35.6366,0.1699,134.0664,144.9746,123.9790,10.4978
0.0327,0.9683,35.6431,0.1484,134.4683,143.9807,125.5844,9.1981
0.0328,0.9682,35.6329,0.2040,133.8382,147.0230,121.8358,12.5936
0.0329,0.9682,35.8381,0.1787,147.1025,159.7172,135.4841,12.1166
0.0329,0.9681,35.7248,0.1536,139.6240,149.8546,130.0918,9.8814
0.0329,0.9681,35.7992,0.3260,144.4907,167.8976,124.3471,21.7752
0.0330,0.9681,35.7324,0.2202,140.1135,155.0665,126.6024,14.2320
0.0330,0.9681,35.8907,0.2257,150.7093,167.2200,135.8288,15.6956
0.0330,0.9681,35.6164,0.1680,132.8251,143.5103,122.9354,10.2874
0.0333,0.9677,35.6643,0.1509,135.7876,145.5625,126.6691,9.4467
0.0333,0.9677,35.7268,0.1626,139.7526,150.6214,129.6682,10.4766
0.0334,0.9677,35.8159,0.1990,145.6062,159.5777,132.8580,13.3598
0.0334,0.9677,35.8647,0.1510,148.9155,159.6384,138.9129,10.3628
0.0334,0.9677,35.8516,0.1436,148.0199,158.1408,138.5467,9.7970
0.0337,0.9674,35.7797,0.1597,143.1990,154.1274,133.0455,10.5409
0.0337,0.9674,35.8290,0.2737,146.4873,166.1631,129.1414,18.5109
0.0338,0.9674,36.0229,0.2430,160.1696,179.1363,143.2110,17.9626
0.0338,0.9673,35.8276,0.2591,146.3929,164.9473,129.9256,17.5108
0.0339,0.9672,35.9089,0.1772,151.9777,164.9007,140.0675,12.4166
0.0340,0.9671,35.7587,0.3130,141.8208,163.8073,122.7854,20.5109
0.0343,0.9669,35.9188,0.2074,152.6722,167.9744,138.7640,14.6052
0.0343,0.9669,35.9378,0.2113,154.0139,169.7552,139.7323,15.0115
0.0344,0.9668,35.7837,0.2171,143.4630,158.5459,129.8150,14.3654
0.0344,0.9667,35.8250,0.3406,146.2177,171.0493,124.9910,23.0291
0.0345,0.9666,35.9757,0.3581,156.7256,184.8232,132.8995,25.9619
0.0346,0.9666,35.7348,0.1557,140.2685,150.6923,130.5656,10.0634
0.0348,0.9664,35.8566,0.2058,148.3611,163.1078,134.9477,14.0800
0.0349,0.9663,35.9118,0.1656,152.1808,164.2428,141.0047,11.6191
0.0351,0.9661,35.8816,0.1693,150.0790,162.2502,138.8209,11.7147
0.0352,0.9660,35.8937,0.2117,150.9176,166.3692,136.9012,14.7340
0.0352,0.9660,35.8012,0.4833,144.6239,180.6783,115.7641,32.4571
0.0352,0.9660,35.8038,0.4821,144.7971,180.7887,115.9708,32.4090
0.0352,0.9660,35.8349,0.3342,146.8859,171.3257,125.9324,22.6966
0.0353,0.9659,35.8610,0.1686,148.6620,160.6645,137.5561,11.5542
0.0355,0.9657,35.9905,0.3748,157.7975,187.5273,132.7809,27.3732
0.0357,0.9655,36.2340,0.1885,176.5225,192.5267,161.8486,15.3390
0.0358,0.9655,35.9591,0.2252,155.5321,172.5260,140.2121,16.1570
0.0358,0.9655,36.1545,0.2303,170.1767,189.2185,153.0511,18.0837
0.0358,0.9654,35.9325,0.2042,153.6385,168.7899,139.8471,14.4714
0.0359,0.9654,35.5515,0.2043,128.9140,141.6332,117.3370,12.1481
0.0360,0.9653,35.9909,0.1872,157.8265,172.0351,144.7915,13.6218
0.0362,0.9651,35.8586,0.2235,148.4978,164.5949,133.9749,15.3100
0.0362,0.9650,36.1845,0.1872,172.5441,188.0828,158.2891,14.8968
0.0364,0.9649,36.0035,0.1853,158.7450,172.8822,145.7638,13.5592
0.0368,0.9645,35.9282,0.1566,153.3345,164.8011,142.6658,11.0676
0.0368,0.9645,35.8836,0.1851,150.2173,163.5844,137.9425,12.8209
0.0370,0.9643,36.0748,0.2893,164.0439,187.4204,143.5831,21.9187
0.0370,0.9643,35.8056,0.3082,144.9172,167.0141,125.7439,20.6351
0.0370,0.9643,35.9287,0.3185,153.3699,177.5964,132.4481,22.5741
0.0370,0.9643,36.0695,0.1750,163.6440,177.3801,150.9715,13.2043
0.0370,0.9643,36.0800,0.3368,164.4372,192.0270,140.8113,25.6079
0.0371,0.9643,35.9637,0.1666,155.8619,168.2879,144.3534,11.9673
0.0371,0.9643,36.0475,0.1663,161.9944,174.8911,150.0487,12.4212
0.0373,0.9641,36.0067,0.1352,158.9791,169.1931,149.3817,9.9057
0.0373,0.9641,35.9927,0.1492,157.9574,169.1900,147.4705,10.8598
0.0373,0.9640,35.8698,0.1897,149.2657,162.8913,136.7798,13.0558
0.0374,0.9639,35.9789,0.1637,156.9568,169.2453,145.5605,11.8424
0.0375,0.9638,35.9490,0.2626,154.8104,174.7116,137.1760,18.7678
0.0376,0.9638,36.3333,0.1712,184.7821,199.9446,170.7695,14.5875
0.0376,0.9638,36.2185,0.1713,175.2669,189.6567,161.9690,13.8439
0.0379,0.9635,36.0063,0.2067,158.9498,174.8200,144.5203,15.1499
0.0379,0.9635,36.0624,0.1630,163.1098,175.8254,151.3138,12.2558
0.0380,0.9634,36.0889,0.1989,165.1125,180.9486,150.6624,15.1431
0.0382,0.9632,35.8938,0.1517,150.9246,161.8471,140.7392,10.5539
0.0382,0.9632,35.8617,0.1527,148.7099,159.5440,138.6115,10.4663
0.0383,0.9631,36.1141,0.2362,167.0398,186.2304,149.8268,18.2018
0.0383,0.9631,36.5177,0.2458,201.1592,225.2689,179.6300,22.8195
0.0385,0.9630,36.2254,0.3112,175.8247,202.9166,152.3500,25.2833
0.0385,0.9629,36.2564,0.1500,178.3528,191.1062,166.4505,12.3278
0.0387,0.9627,36.0125,0.1704,159.4043,172.4130,147.3771,12.5179
0.0388,0.9626,36.0260,0.2195,160.3984,177.4604,144.9768,16.2418
0.0390,0.9624,36.0125,0.2047,159.4043,175.1630,145.0633,15.0498
0.0391,0.9624,36.1962,0.2208,173.4762,192.0456,156.7024,17.6716
0.0391,0.9624,36.2125,0.1835,174.7833,190.1971,160.6187,14.7892
0.0401,0.9614,36.2840,0.1479,180.6342,193.3660,168.7407,12.3127
0.0404,0.9612,36.5486,0.2346,204.0422,227.3249,183.1441,22.0904
0.0406,0.9610,36.0167,0.1435,159.7129,170.6218,149.5014,10.5602
0.0406,0.9610,36.0818,0.1450,164.5735,175.9365,153.9444,10.9960
0.0408,0.9608,35.9918,0.2105,157.8920,173.9614,143.3069,15.3272
0.0409,0.9607,36.1263,0.1688,167.9809,181.5629,155.4150,13.0739
0.0410,0.9607,36.4104,0.3072,191.4609,220.5553,166.2044,27.1754
0.0410,0.9606,36.0403,0.1472,161.4582,172.7862,150.8728,10.9567
0.0410,0.9606,36.3153,0.1508,183.2568,196.4350,170.9626,12.7362
0.0417,0.9600,36.5601,0.2801,205.1257,233.3697,180.2999,26.5349
0.0422,0.9595,36.2101,0.2080,174.5903,192.1447,158.6396,16.7525
0.0426,0.9592,36.5106,0.4265,200.5026,244.0155,164.7489,39.6333
0.0427,0.9591,36.2931,0.1510,181.3928,194.4570,169.2062,12.6254
0.0427,0.9591,35.9138,0.2945,152.3211,174.4448,133.0032,20.7208
0.0429,0.9589,36.2521,0.1755,178.0000,192.9868,164.1770,14.4049
0.0429,0.9589,36.2071,0.1665,174.3492,188.2448,161.4794,13.3827
0.0429,0.9589,36.2018,0.1625,173.9242,187.4409,161.3822,13.0294
0.0431,0.9587,36.2457,0.2071,177.4762,195.2321,161.3351,16.9485
0.0435,0.9583,36.4165,0.1661,191.9995,207.2587,177.8636,14.6975
0.0435,0.9583,36.2137,0.1522,174.8799,187.5761,163.0432,12.2664
0.0435,0.9583,36.2882,0.1666,180.9839,195.4183,167.6157,13.9013
0.0437,0.9581,36.2594,0.1778,178.5994,193.8364,164.5601,14.6382
0.0441,0.9578,36.3298,0.1812,184.4845,200.5403,169.7143,15.4130
0.0444,0.9575,36.5469,0.2312,203.8825,226.7881,183.2904,21.7488
0.0444,0.9575,36.2916,0.2491,181.2675,203.2992,161.6235,20.8379
0.0444,0.9575,36.5510,0.2705,204.2678,231.3689,180.3412,25.5138
0.0446,0.9573,36.5114,0.2863,200.5765,228.8413,175.8027,26.5193
0.0449,0.9571,36.4565,0.1623,195.5690,210.7496,181.4819,14.6339
0.0452,0.9567,36.6866,0.3049,217.4303,250.2097,188.9452,30.6323
0.0455,0.9565,36.4541,0.1963,195.3530,213.8322,178.4706,17.6808
0.0458,0.9563,36.4634,0.1735,196.1914,212.5134,181.1230,15.6952
0.0458,0.9563,36.5139,0.1519,200.8075,215.3608,187.2377,14.0615
0.0458,0.9562,36.1579,0.1828,170.4433,185.4092,156.6855,14.3618
0.0459,0.9561,36.3811,0.1960,188.8948,206.7383,172.5913,17.0735
0.0463,0.9558,36.2636,0.2181,178.9452,197.8523,161.8449,18.0037
0.0463,0.9557,36.5394,0.1592,203.1796,218.6375,188.8145,14.9115
0.0464,0.9556,36.3247,0.1950,184.0518,201.3466,168.2425,16.5520
0.0466,0.9555,36.5081,0.2096,200.2719,220.5629,181.8476,19.3576
0.0466,0.9554,36.4713,0.1941,196.9065,215.3168,180.0703,17.6233
0.0468,0.9553,36.4786,0.1482,197.5695,211.5239,184.5358,13.4940
0.0468,0.9553,36.4857,0.1829,198.2166,215.6382,182.2025,16.7178
0.0469,0.9552,36.7582,0.2807,224.7191,255.7263,197.4716,29.1274
0.0474,0.9548,36.5642,0.2291,205.5133,228.3862,184.9312,21.7275
0.0476,0.9546,36.6009,0.1617,209.0162,225.1737,194.0182,15.5777
0.0478,0.9544,36.5946,0.1454,208.4107,222.8420,194.9140,13.9640
0.0478,0.9544,36.5627,0.2088,205.3714,226.1003,186.5429,19.7787
0.0482,0.9540,36.4976,0.1659,199.3058,215.1268,184.6483,15.2393
0.0484,0.9539,36.3735,0.1547,188.2348,202.1381,175.2878,13.4251
0.0486,0.9537,36.3303,0.1358,184.5270,196.4387,173.3377,11.5505
0.0487,0.9536,36.6410,0.1815,212.9119,231.4688,195.8428,17.8130
0.0493,0.9530,36.5997,0.2027,208.9008,229.3384,190.2844,19.5270
0.0494,0.9529,36.4691,0.1770,196.7071,213.4121,181.3097,16.0512
0.0494,0.9529,36.5828,0.1681,207.2812,223.9646,191.8406,16.0620
0.0499,0.9525,36.6402,0.2444,212.8335,238.1875,190.1783,24.0046
0.0499,0.9525,36.4714,0.1855,196.9155,214.4796,180.7898,16.8449
0.0502,0.9522,36.5693,0.1558,205.9966,221.3209,191.7333,14.7938
0.0502,0.9522,36.8583,0.1632,235.3206,253.6911,218.2804,17.7053
0.0503,0.9521,36.5403,0.4534,203.2638,250.4622,164.9597,42.7513
0.0504,0.9520,36.4621,0.2019,196.0740,215.1787,178.6655,18.2566
0.0505,0.9519,36.5461,0.1910,203.8074,222.5421,186.6499,17.9461
0.0505,0.9519,36.7036,0.1334,219.1392,233.0198,206.0854,13.4672
0.0507,0.9518,36.8523,0.3026,234.6713,269.7562,204.1496,32.8033
0.0511,0.9514,36.8804,0.1684,237.7278,256.8928,219.9926,18.4501
0.0513,0.9512,36.3930,0.2014,189.9328,208.3961,173.1053,17.6454
0.0515,0.9510,36.5862,0.1568,207.6060,223.1549,193.1406,15.0071
0.0519,0.9506,36.7759,0.2282,226.5583,251.6613,203.9593,23.8510
0.0520,0.9506,36.8679,0.2083,236.3633,260.1606,214.7427,22.7090
0.0520,0.9506,36.5433,0.2988,203.5448,233.5747,177.3757,28.0995
0.0522,0.9504,36.8411,0.2182,233.4640,258.1486,211.1398,23.5044
0.0526,0.9500,36.9144,0.2075,241.4794,265.6940,219.4715,23.1112
0.0531,0.9496,36.7752,0.1618,226.4853,244.0019,210.2262,16.8879
0.0532,0.9495,36.8474,0.1722,234.1424,253.4666,216.2914,18.5876
0.0535,0.9493,36.8631,0.1338,235.8414,250.8323,221.7464,14.5429
0.0547,0.9482,36.8327,0.1789,232.5627,252.5343,214.1705,19.1819
0.0547,0.9481,36.8581,0.1496,235.2990,252.0801,219.6349,16.2226
0.0550,0.9478,36.6433,0.1754,213.1376,231.0706,196.5963,17.2371
0.0554,0.9475,36.8676,0.1944,236.3306,258.4609,216.0952,21.1828
0.0561,0.9468,36.8109,0.1932,230.2396,251.6590,210.6433,20.5078
0.0565,0.9465,36.9098,0.1851,240.9683,262.4038,221.2839,20.5600
0.0569,0.9461,37.0393,0.1763,255.7761,277.4097,235.8296,20.7900
0.0571,0.9460,36.9903,0.1715,250.0691,270.6140,231.0840,19.7650
0.0573,0.9458,37.0687,0.2213,259.2627,287.0811,234.1399,26.4706
0.0582,0.9450,36.9821,0.1381,249.1265,265.4910,233.7708,15.8601
